species,image_id,animal_gray_sd,animal_saturation_sd,animal_edge_density,animal_luminance_edge_cv,animal_chromatic_edge_mean,animal_chromatic_edge_cv,gray_contrast_abs,saturation_contrast_abs,lab_colour_distance,luminance_edge_cv_difference,chromatic_edge_cv_difference,gray_sd_difference,saturation_sd_difference,edge_density_difference,chromatic_edge_mean_difference
Chromodoris kuiteri,Chromodoris_kuiteri_img07,52.57527053780503,92.48563142839564,0.0305732144523076,1.4261145452623138,15.06147003173828,1.1789651630054043,14.73568201354417,64.36940304321392,13.110984006003193,0.1653789134456256,0.0658334822113277,1.1706993343058443,22.962923204896626,0.001405803837657798,7.912907123565672
Chromodoris kuiteri,Chromodoris_kuiteri_img08,76.27028216523277,71.57559179346943,0.0946983101410562,1.4178628753548257,28.694564819335938,1.3414258343538803,43.62827073836371,99.81493188587972,22.1275168035635,0.3067978823220347,0.394439664584064,12.40790709454005,1.7014630962662949,0.0291241277769939,17.827556610107422
Chromodoris kuiteri,Chromodoris_kuiteri_img09,55.18847180665034,57.51448182158838,0.0365532731462685,1.4130447700651267,24.735597610473636,1.0968164047605222,52.02811534834109,110.97249369620867,36.86574148034561,0.4903233372720262,0.2224695557884782,4.266706414603824,17.76993261256382,0.013166713577016903,9.25182914733887
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img01,45.14265308435955,26.874110053860868,0.2066337792963126,0.8047529994902002,9.51051902770996,0.5201114023341384,7.131585843653724,10.917630809393472,6.6097863411557,0.1061590876771624,0.0043666748852942,9.508180616684413,1.3979679763450825,0.11718988419567261,2.8475151062011737
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img10,41.86774570379349,38.69340054383513,0.0403501569669162,1.1590696425845934,9.609353065490724,0.6685802803197297,20.14125958145649,55.592721462318025,13.076592726673564,0.1076509259682942,0.0996322794664917,2.7837874740209685,1.965123438096569,0.0372829842350712,1.0521497726440447
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img02,48.07465261532525,49.16553360845337,0.1164353972545602,1.0936690078698947,15.152718544006348,0.5826877046609692,7.055089749112668,40.429407176204265,7.998298906447887,0.0670544266566703,0.0201645280337385,12.427780060557701,5.868010344922801,0.07396043025778029,6.000004768371582
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img03,68.751494953343,64.01618092651653,0.1145658082049954,1.0007496524267474,9.400748252868652,0.8258499529135424,29.27082017626114,15.207988878574676,15.783841561389636,0.1765945722412173,0.0202725709771791,8.306725422017067,31.099333534175912,0.0428512373419577,4.825475215911865
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img04,59.22249436591992,50.90563552537269,0.1103410429217099,1.0675559431831347,24.77647590637207,1.0689973347978434,81.17916316884836,23.67970154863561,36.25775711689114,0.6314428049202574,0.124154010523767,17.619728890563962,32.014591550815396,0.093624843547478,18.86849355697632
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img05,66.74682900697871,53.02034767964362,0.1080782120964801,1.055036539042674,7.011140823364258,0.5980876704398457,4.131575306595067,54.67971415641545,14.094045268867172,0.2450672078073458,0.0072277376155843,0.46280075908799745,1.507985508627499,0.0839962263194217,4.130719184875488
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img06,55.97961952510374,31.558977940751383,0.1059026053563743,0.9495955335090028,10.097283363342283,0.7698420224317323,13.015019474070073,13.353854966068113,6.870599821830176,0.0471307735461441,0.0021315350912928,9.264863731168802,14.631777518081847,0.016724426202077702,0.4506378173828143
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img07,60.98538510194052,34.43950907694621,0.1357093460341539,1.0184744581655036,8.889581680297852,0.6096973395203854,48.36706217912136,11.199522304618869,19.833224169727146,0.0754456894943201,0.0042558079367643,1.4699794230456718,20.357151718250023,0.0415299251607871,0.6706094741821289
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img08,48.31744986646182,38.50054052402512,0.1393876204050008,0.9221218123241034,17.24155616760254,0.7480216086192872,1.0949670884202192,10.286130044538432,30.076183461327417,0.0108775455170572,0.035435868273619,2.6015465661047443,5.472958023404367,0.0008020269288953885,3.424123764038086
Dendrodoris krusensternii (=denisoni),Dendrodoris_krusensternii_denisoni_img09,55.43533654659845,31.69924393303832,0.1514788973116441,1.0513715900157143,7.51980447769165,0.6708068453022044,4.047266816719514,46.3751170412918,10.79278143208702,0.0747085974746871,0.0181053934728854,7.987802640958698,13.314400988144573,0.0372477233765052,3.395202159881592
Dendrodoris nigra,Dendrodoris_nigra_img01,18.423563325980613,35.91061761396474,0.042702147099132,1.2569591471834018,6.142947673797607,0.9246978213797656,98.74558432043102,101.7222826836641,57.96546691430107,0.3375159824940447,0.2517271638832902,27.952586036165915,16.60693548985566,0.07161215052487802,10.503262042999268
Dendrodoris nigra,Dendrodoris_nigra_img10,30.321183328744414,43.85180574734878,0.0190786799832099,1.5025969258666092,9.323278427124023,0.8676369652479305,121.82015773503208,58.40135210442772,47.85135799346171,0.3492846583436995,0.0360789757881701,23.638788958662143,7.548463512951088,0.038657547684355406,8.023427963256836
Dendrodoris nigra,Dendrodoris_nigra_img02,27.838894161847985,72.61531856094152,0.0486233779203675,1.8711933781594423,8.923652648925781,0.8451676091210892,90.71181669588944,24.58726179748564,40.11379168198668,0.7394211545597174,0.1707094308169703,28.939333513997315,20.056258558671765,0.014926015583587304,3.3095293045043945
Dendrodoris nigra,Dendrodoris_nigra_img03,30.15395554288111,44.8094255518905,0.0102689525509066,1.6661452515269322,9.636119842529297,0.9474286148616952,100.69283889130612,31.08637826111472,40.93644590953095,0.6788144455495383,0.1621094108042613,17.85791786814085,15.81773348562582,0.035924496292289096,7.591644287109375
Dendrodoris nigra,Dendrodoris_nigra_img04,21.58370307536076,25.62305718079865,0.0045508608971454,1.2717398240302964,4.1502685546875,0.9574202205395748,116.1776331521217,6.462135413907468,49.93405716659122,0.3201887546207729,0.0665125689666183,31.993005269274363,15.527039555781872,0.0406390476140827,2.065929889678955
Dendrodoris nigra,Dendrodoris_nigra_img05,6.506276376375501,16.60260084039588,0.0025313087190604,0.9217721463660946,7.478122234344482,0.4972985620706152,57.09729853184768,85.72165676823995,27.41896108254649,0.1367617353903907,0.0943241508639288,17.192567066497197,4.0895230311504704,0.0019816577730958,1.3855395317077637
