species,image_id,scaled_image_path,animal_mask_path,background_ring_path,scaled_width,scaled_height,animal_area_pixels,background_ring_area_pixels,scaled_image_area_pixels,animal_area_fraction,background_ring_area_fraction,animal_red_mean,background_red_mean,red_contrast,animal_green_mean,background_green_mean,green_contrast,animal_blue_mean,background_blue_mean,blue_contrast,animal_gray_mean,background_gray_mean,gray_contrast,gray_contrast_abs,animal_saturation_mean,background_saturation_mean,saturation_contrast,saturation_contrast_abs,animal_brightness_mean,background_brightness_mean,brightness_contrast,brightness_contrast_abs,animal_lab_l_mean,background_lab_l_mean,lab_l_contrast,animal_lab_a_mean,background_lab_a_mean,lab_a_contrast,animal_lab_b_mean,background_lab_b_mean,lab_b_contrast,lab_colour_distance,animal_red_sd,animal_green_sd,animal_blue_sd,animal_gray_sd,animal_saturation_sd,animal_brightness_sd,background_gray_sd,background_saturation_sd,background_brightness_sd,animal_edge_density,background_edge_density,animal_luminance_edge_mean,animal_luminance_edge_sd,animal_luminance_edge_cv,background_luminance_edge_mean,background_luminance_edge_sd,background_luminance_edge_cv,luminance_edge_cv_difference,animal_chromatic_edge_mean,animal_chromatic_edge_sd,animal_chromatic_edge_cv,background_chromatic_edge_mean,background_chromatic_edge_sd,background_chromatic_edge_cv,chromatic_edge_cv_difference
Aphelodoris varia,Aphelodoris_varia_img01,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img01_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img01_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img01_sam_scaled_ring120_final_background_ring120.png,1024,695,208731,275340,711680,0.29329333408273384,0.38688736510791366,198.89965074665477,116.60548412871358,82.29416661794119,159.19599867772396,74.58291203602818,84.61308664169579,132.7740153594818,52.06921260986417,80.70480274961764,168.06686596624363,84.59130166339799,83.47556430284564,83.47556430284564,95.45281726240951,152.73603181521028,-57.28321455280077,57.28321455280077,199.92826652485735,117.1283794581245,82.79988706673285,82.79988706673285,68.13542175292969,35.333457946777344,32.801963806152344,12.116066932678223,15.478564262390137,-3.362497329711914,20.021841049194336,20.22650146484375,-0.20466041564941406,32.9744917128101,45.132840179209396,55.788763869275776,60.90533398620401,52.04458815656526,52.32136363325622,44.65031367851658,42.44406279451803,45.60713794920939,50.670322399118724,0.14803837722531873,0.14437735420491757,37.5291748046875,40.95552444458008,1.091298294133145,30.49671745300293,26.425899505615234,0.8665161929751606,0.22478210115798447,38.7042121887207,38.60977554321289,0.9975600421719646,36.484580993652344,31.115083694458008,0.852828313962862,0.14473172820910263
Aphelodoris varia,Aphelodoris_varia_img02,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img02_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img02_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img02_sam_scaled_ring120_final_background_ring120.png,1024,768,147043,232800,786432,0.18697484334309897,0.2960205078125,171.91637820229457,106.4026675257732,65.51371067652137,146.73451983433418,86.46835481099656,60.26616502333762,108.33209333324265,47.12186426116838,61.21022907207427,149.8935957509028,87.94606958762887,61.94752616327392,61.94752616327392,107.35319600389002,165.33837199312714,-57.98517598923712,57.98517598923712,172.3941228076141,106.64351804123712,65.750604766377,65.750604766377,61.34665298461914,36.74239730834961,24.60425567626953,4.735072135925293,3.068976879119873,1.66609525680542,24.061084747314453,24.70737075805664,-0.6462860107421875,24.66906881898204,58.4594327077733,62.460426837116,60.414685337301734,60.25616193865617,54.810727789680335,58.24403076563657,56.073760636224755,52.170551347803354,62.55208108120002,0.22745174852569797,0.2231248514100902,55.33094787597656,51.68729782104492,0.9341480637002854,45.68487548828125,37.97415542602539,0.8312194138685185,0.10292864983176686,33.77824401855469,24.409786224365234,0.722648169956873,30.359922409057617,22.908082962036133,0.7545501155563463,0.03190194559947335
Aphelodoris varia,Aphelodoris_varia_img03,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img03_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img03_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img03_sam_scaled_ring120_final_background_ring120.png,1602,1093,571318,430166,1750986,0.32628359107382926,0.24567072495154157,211.34597019523278,130.9591367053649,80.38683348986788,169.1037075674143,106.9404299735451,62.163277593869196,114.67677895672813,77.1025534328608,37.57422552386733,175.53596420907445,110.72308597146218,64.81287823761227,64.81287823761227,124.98560521460902,128.7417066899755,-3.756101475366478,3.756101475366478,211.57355973380848,132.115425207943,79.45813452586549,79.45813452586549,71.68692779541016,45.57767105102539,26.109256744384766,9.933144569396973,5.841658592224121,4.091485977172852,34.05704879760742,19.785503387451172,14.27154541015625,30.035155295748936,40.80803929772744,52.36423057076343,63.329990110786106,48.91092808274412,62.87451445867583,40.56116282692137,61.90854016487035,62.36480833420539,65.93515350505164,0.014619914175886192,0.06723967518750364,8.843015670776367,10.904793739318848,1.2331532754551218,23.241535186767578,23.050399780273438,0.991776128170614,0.24137714728450776,13.873527526855469,15.532124519348145,1.1195512092567714,26.746288299560547,25.057863235473633,0.9368725467557808,0.18267866250099063
Aphelodoris varia,Aphelodoris_varia_img05,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img05_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img05_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img05_sam_scaled_ring120_final_background_ring120.png,2048,1536,404960,384694,3145728,0.12873331705729166,0.12229092915852864,108.36914757013038,82.9805091839228,25.388638386207575,115.88081291979455,94.35929336043712,21.52151955935743,104.47470120505729,80.19653022922115,24.278170975836133,112.33160312129593,89.34103989144619,22.99056322984974,22.99056322984974,92.53055857368629,81.66335581007242,10.867202763613875,10.867202763613875,126.90591416436192,100.46510213312399,26.440812031237925,26.440812031237925,46.55785369873047,37.7437629699707,8.814090728759766,-3.100693941116333,-5.993544101715088,2.892850160598755,5.892204761505127,7.043397903442383,-1.1511931419372559,9.347835208032311,66.0077054764387,75.98700334460189,74.18317273734733,71.32727356645061,60.22475953457809,70.5516871355589,54.755191345176456,40.18618125928008,58.57385723762701,0.16615556315228538,0.025378962496949316,46.47563934326172,49.31392288208008,1.0610703495191371,15.92335033416748,16.11308479309082,1.0119154860592507,0.0491548634598864,23.052745819091797,16.221397399902344,0.7036644366445981,12.875055313110352,9.90803050994873,0.769552461639495,0.06588802499489688
Aphelodoris varia,Aphelodoris_varia_img06,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img06_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img06_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img06_sam_scaled_ring120_final_background_ring120.png,1000,750,290367,258196,750000,0.387156,0.3442613333333333,136.15929496120427,40.875733938558305,95.28356102264596,118.83137891013786,42.47972857828936,76.3516503318485,98.96568136186275,37.19750886923113,61.76817249263162,121.75224112932943,41.40848812530016,80.34375300402928,80.34375300402928,92.76161891675018,87.83927713829804,4.922341778452136,4.922341778452136,141.15630219687498,49.65182264636168,91.5044795505133,91.5044795505133,50.27457046508789,16.91147804260254,33.36309242248535,4.3580002784729,-0.9730156660079956,5.331015944480896,13.983236312866211,3.232546329498291,10.75068998336792,35.455507359366564,61.91045146579573,56.75020768261457,62.468773755535516,57.445871033966036,50.12337627407256,60.768712068603925,35.32408316922119,52.084597051100836,43.11066873295994,0.027408559164089838,0.052263063746966494,16.631017684936523,16.573619842529297,0.9965487474371929,20.007232666015625,22.20429801940918,1.1098135554311566,0.11326480799396366,22.297468185424805,25.27655029296875,1.1336062947941006,25.606142044067383,36.7077751159668,1.4335535221508122,0.29994722735671164
Aphelodoris varia,Aphelodoris_varia_img07,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img07_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img07_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img07_sam_scaled_ring120_final_background_ring120.png,1389,1629,486026,393344,2262681,0.21480093747196358,0.17383979447390066,182.14424125458308,107.78818032053368,74.3560609340494,139.98039405299306,78.01165646355354,61.96873758943953,92.80254965783723,54.393121542466645,38.40942811537059,147.21683819384148,84.22938699967459,62.987451194166894,62.987451194166894,129.08235773394838,128.56517958835013,0.5171781455982511,0.5171781455982511,182.9880952870834,107.81540585340059,75.17268943368282,75.17268943368282,60.82822036743164,35.394676208496094,25.433544158935547,11.393488883972168,9.447858810424805,1.9456300735473633,31.30339241027832,18.737720489501953,12.565671920776367,28.43495657967854,53.47455772158771,54.36303186210705,55.076079400268775,52.00037696959473,63.23044968679226,52.539114447310936,27.611550854265616,27.060416401345964,31.999802168562024,0.029246751290697773,0.010791720851317318,14.170455932617188,17.321372985839844,1.2223581985086278,12.190237998962402,11.047464370727539,0.9062550191118391,0.31610317939678867,8.259892463684082,5.945646286010742,0.71982127033151,7.158285617828369,4.15628719329834,0.5806260626073265,0.13919520772418348
Aphelodoris varia,Aphelodoris_varia_img08,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img08_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img08_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img08_sam_scaled_ring120_final_background_ring120.png,1604,1202,440438,424622,1928008,0.2284419981659827,0.22023871270243692,162.6890141177646,104.74044679738685,57.94856732037775,158.42790812781823,104.21416224312448,54.21374588469375,127.71920451913776,78.33889906787684,49.380305451260924,156.20272773920507,101.42197059973341,54.78075713947166,54.78075713947166,74.31367411531248,83.47157942829152,-9.15790531297904,9.15790531297904,169.07349275039846,111.7505758062465,57.322916944151956,57.322916944151956,64.26327514648438,42.92683792114258,21.336437225341797,-2.736983299255371,-3.7955167293548584,1.0585334300994873,16.94654655456543,14.731650352478027,2.2148962020874023,21.477192825870205,46.92797318230365,55.78415497836773,56.21562214643205,52.22248969358811,43.78801692813672,49.11940494463272,39.94086284868338,33.33024801001924,41.057657841376304,0.056428158594382154,0.07383221179822191,19.553081512451172,25.003040313720703,1.2787263377283555,23.468103408813477,19.61417007446289,0.8357799406617905,0.442946397066565,18.811595916748047,13.549419403076172,0.7202695328477189,23.804819107055664,12.050224304199219,0.5062094464993256,0.21406008634839324
Aphelodoris varia,Aphelodoris_varia_img09,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img09_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img09_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Aphelodoris_varia/Aphelodoris_varia_img09_sam_scaled_ring120_final_background_ring120.png,2048,1536,439632,352412,3145728,0.1397552490234375,0.1120287577311198,157.3642296284165,114.96607663757193,42.398152990844565,130.49989764166395,104.93476953111698,25.565128110546965,98.21515949703388,74.46586949366083,23.749290003373048,134.8624690650362,104.46387466942102,30.39859439561519,30.39859439561519,119.14116124394948,112.60679261773151,6.534368626217969,6.534368626217969,161.7313343887615,121.70044152866531,40.03089286009619,40.03089286009619,55.74329376220703,44.08608627319336,11.657207489013672,7.540048599243164,-0.19288237392902374,7.732930973172188,22.636878967285156,18.914993286132812,3.7218856811523438,14.47553594521906,54.63903354224176,71.52392990355443,74.70249663031603,65.20721262252748,65.32157611893523,57.5638566120348,44.580629421026146,48.65683711437294,46.66948351555826,0.12004904768062663,0.05197221827146447,32.62583541870117,29.374303817749023,0.9003387481355231,19.29603385925293,21.690876007080078,1.1241105900463977,0.22377184191087462,20.79732894897461,13.109634399414062,0.630351831794266,12.72335433959961,9.790776252746582,0.7695121892718337,0.13916035747756772
Ardeadoris egretta,Ardeadoris_egretta_img01,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Ardeadoris_egretta/Ardeadoris_egretta_img01_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Ardeadoris_egretta/Ardeadoris_egretta_img01_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Ardeadoris_egretta/Ardeadoris_egretta_img01_sam_scaled_ring120_final_background_ring120.png,2048,1536,360548,345417,3145728,0.11461512247721355,0.10980510711669922,133.24974760642132,52.62498082028389,80.62476678613743,202.73724719038796,62.039971975901594,140.69727521448635,182.96464825765224,37.048865574074235,145.91578268357802,179.6993770593652,56.37199385091064,123.32738320845455,123.32738320845455,103.87096031596347,129.70683840112096,-25.83587808515749,25.83587808515749,205.87627444889446,65.94277930732999,139.9334951415645,139.9334951415645,76.79344940185547,24.575550079345703,52.217899322509766,-24.322059631347656,-7.852431774139404,-16.469627857208252,3.46341609954834,13.983104705810547,-10.519688606262207,55.7550132255694,35.67927174106957,28.595217884887912,46.34744223454961,27.08839105750742,36.21545361722426,28.062129037177307,24.92897807992598,52.30202142225144,27.184104862508285,0.007118975274197739,0.09965030209425825,6.485592842102051,8.06272029876709,1.2431739850252264,25.37842559814453,25.63417625427246,1.0100774831416899,0.23309650188353648,10.842933654785156,11.309350967407227,1.0430157858999933,13.799311637878418,7.688255310058594,0.5571477412652033,0.48586804463479005
Ardeadoris egretta,Ardeadoris_egretta_img10,processed_data/automated_image_analysis/scaled_images/sam_scaled_ring120_final/Ardeadoris_egretta/Ardeadoris_egretta_img10_sam_scaled_ring120_final_scaled_image.png,processed_data/automated_image_analysis/masks/sam_scaled_ring120_final/Ardeadoris_egretta/Ardeadoris_egretta_img10_sam_scaled_ring120_final_animal_mask.png,processed_data/automated_image_analysis/background_rings/sam_scaled_ring120_final/Ardeadoris_egretta/Ardeadoris_egretta_img10_sam_scaled_ring120_final_background_ring120.png,1304,975,332719,390059,1271400,0.26169498190970586,0.3067948717948718,191.92258332106073,131.8114695469147,60.11111377414602,188.66773463493217,78.1578504790301,110.50988415590207,189.94959109639063,45.97812894972299,143.97146214666765,189.78733706220564,90.53237330762782,99.25496375457782,99.25496375457782,44.88776715486642,175.1608269518201,-130.27305979695367,130.27305979695367,209.62432563214003,133.55121148339097,76.07311414874906,76.07311414874906,76.93376922607422,38.521114349365234,38.412654876708984,3.0230557918548584,19.605443954467773,-16.582388162612915,-0.03909154608845711,27.829252243041992,-27.86834378913045,50.27078910661623,32.636865670588314,30.62000435557894,54.08097331744837,28.722967398014628,58.12647699412318,25.9404434377785,50.271108185091215,51.9611575652188,60.14915299740926,0.0054826822968775495,0.08399009773937592,5.564824104309082,7.199027061462402,1.2936665969168526,23.51791000366211,23.345008850097656,0.99264810718565,0.3010184897312026,13.066064834594727,14.290308952331543,1.0936964673935654,27.201967239379883,19.84490203857422,0.7295392228046305,0.36415724458893495
