species,n_images,mean_animal_gray_mean,sd_animal_gray_mean,mean_background_gray_mean,sd_background_gray_mean,mean_animal_saturation_mean,sd_animal_saturation_mean,mean_background_saturation_mean,sd_background_saturation_mean,mean_animal_brightness_mean,sd_animal_brightness_mean,mean_background_brightness_mean,sd_background_brightness_mean,mean_gray_contrast,sd_gray_contrast,mean_gray_contrast_abs,sd_gray_contrast_abs,mean_brightness_contrast,sd_brightness_contrast,mean_brightness_contrast_abs,sd_brightness_contrast_abs,mean_saturation_contrast,sd_saturation_contrast,mean_saturation_contrast_abs,sd_saturation_contrast_abs,mean_lab_colour_distance,sd_lab_colour_distance,mean_animal_gray_sd,sd_animal_gray_sd,mean_animal_saturation_sd,sd_animal_saturation_sd,mean_animal_brightness_sd,sd_animal_brightness_sd,mean_animal_edge_density,sd_animal_edge_density,mean_animal_luminance_edge_mean,sd_animal_luminance_edge_mean,mean_animal_luminance_edge_sd,sd_animal_luminance_edge_sd,mean_animal_luminance_edge_cv,sd_animal_luminance_edge_cv,mean_animal_chromatic_edge_mean,sd_animal_chromatic_edge_mean,mean_animal_chromatic_edge_sd,sd_animal_chromatic_edge_sd,mean_animal_chromatic_edge_cv,sd_animal_chromatic_edge_cv,mean_background_gray_sd,sd_background_gray_sd,mean_background_saturation_sd,sd_background_saturation_sd,mean_background_brightness_sd,sd_background_brightness_sd,mean_background_edge_density,sd_background_edge_density,mean_background_luminance_edge_mean,sd_background_luminance_edge_mean,mean_background_luminance_edge_sd,sd_background_luminance_edge_sd,mean_background_luminance_edge_cv,sd_background_luminance_edge_cv,mean_background_chromatic_edge_mean,sd_background_chromatic_edge_mean,mean_background_chromatic_edge_sd,sd_background_chromatic_edge_sd,mean_background_chromatic_edge_cv,sd_background_chromatic_edge_cv,mean_luminance_edge_cv_difference,sd_luminance_edge_cv_difference,mean_chromatic_edge_cv_difference,sd_chromatic_edge_cv_difference,mean_animal_area_fraction,sd_animal_area_fraction,mean_background_ring_area_fraction,sd_background_ring_area_fraction
Aphelodoris varia,2,158.835679542592,12.646016174083497,88.1729446275441,0.32084975841205293,101.06200239728156,8.897091321980579,158.82333528013882,9.21365327886671,185.92744284752482,19.139004744377317,114.13032855376284,10.58794896573134,70.66273491504789,12.325166415671443,70.66273491504789,12.325166415671443,71.79711429376198,8.551055778645978,71.79711429376198,8.551055778645978,-57.76133288285725,0.3165619568861316,57.76133288285725,0.3165619568861316,27.99590160535954,4.7048520462425305,55.59952906701605,6.585473362065829,52.986863103267964,2.579334175457722,50.95879286073915,10.302882250220492,0.19880500200964016,0.04051261744087308,47.87174606323242,10.54890436806074,46.21767997741699,7.735207735456501,0.9712251919604928,0.05243497763943226,35.29867362976074,2.1502121768012543,29.166339874267578,6.7267826818471415,0.8219938262015959,0.14049597442414252,50.017361896701075,8.565041236573714,48.55495795549433,5.113221211429972,57.40242370247768,7.2827153065638175,0.19613499786818633,0.03816941692542394,39.61505889892578,8.584016941783707,32.671265602111816,7.499418708748854,0.8235420081176996,0.01085749133664933,33.944308280944824,5.069087112801399,26.44698715209961,5.004766301526744,0.7767812492279529,0.031439570745315185,0.1476831838427933,0.06329246897608162,0.07711452257311625,0.06394023954596337,0.24011353788124917,0.07514946250265318,0.40299805541390743,0.15128909868732376
Doriprismatica atromarginata,3,168.99167584604038,16.320726526685508,64.89997805040473,15.132033543788754,51.217268380706294,6.635551345142651,165.34097015089472,16.149952855241644,181.69956879535565,11.801286740188996,93.0412917944498,9.707923626795981,104.09169779563565,10.472707018343655,104.09169779563565,10.472707018343655,88.65827700090585,3.0547672166972037,88.65827700090585,3.0547672166972037,-114.1237017701884,22.62444283233419,114.1237017701884,22.62444283233419,44.31115689369307,5.6402304971042465,63.70589489595027,9.948739136115742,44.88159236389928,3.9514952764075955,62.01398199444255,10.799874282037083,0.07806034870071367,0.014588575920030456,33.03743998209635,4.5612511939725975,54.41883977254232,12.4388734531744,1.6345124425922382,0.1469987800688773,20.105388005574543,3.382680318767138,27.72108205159505,8.94730983653709,1.3569092649605887,0.20452849087673905,45.5635934624493,14.92917283821436,49.958263892755696,8.053024631901016,56.29159176952377,15.738201650679748,0.12733843945768075,0.04153425357012555,30.95789337158203,5.524883482913124,32.73351033528646,9.520051943155067,1.0463703422136188,0.144471847014766,35.14215215047201,13.327783667564718,33.18147722880045,19.340456535338262,0.89880445365291,0.18068724009569964,0.5881421003786191,0.24372995159950384,0.4581048113076788,0.06837645885970005,0.15612985012486422,0.10803317738814981,0.3686241819925817,0.18220077552540717
