species,image_slot,image_id,analysis_stage,source,observation_id,observation_url,license,photographer_or_observer,date_accessed,source_metadata_status,original_image_path,original_width,original_height,image_downloaded,usable,exclusion_reason,animal_clear,background_clear,segmentation_status,segmentation_qc,metrics_status,notes,source_photo_id
Dendrodoris nigra,3,Dendrodoris_nigra_img03,candidate,iNaturalist,388674665,https://www.inaturalist.org/observations/388674665,CC-BY-NC,Meg Cummins (meg71850),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img03.jpg,1024,768,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,711883389
Dendrodoris nigra,4,Dendrodoris_nigra_img04,candidate,iNaturalist,388732121,https://www.inaturalist.org/observations/388732121,CC-BY-NC,Floris P (serranusscriba),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,711993513
Dendrodoris nigra,5,Dendrodoris_nigra_img05,candidate,iNaturalist,387432567,https://www.inaturalist.org/observations/387432567,CC-BY-NC,Mike Kilburn (mikekilburn98),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img05.jpg,2048,1461,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709456477
Dendrodoris nigra,6,Dendrodoris_nigra_img06,candidate,iNaturalist,386791950,https://www.inaturalist.org/observations/386791950,CC-BY-NC,kchris1,2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img06.jpg,2048,1814,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708223614
Dendrodoris nigra,7,Dendrodoris_nigra_img07,candidate,iNaturalist,387669721,https://www.inaturalist.org/observations/387669721,CC-BY-NC,Alfred Turner (worthyfool),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709910073
Dendrodoris nigra,8,Dendrodoris_nigra_img08,candidate,iNaturalist,386810515,https://www.inaturalist.org/observations/386810515,CC-BY-NC,Patrick (pburnham93),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img08.jpg,1152,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708261319
Dendrodoris nigra,9,Dendrodoris_nigra_img09,candidate,iNaturalist,386810725,https://www.inaturalist.org/observations/386810725,CC-BY-NC,Patrick (pburnham93),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img09.jpg,2048,1152,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708261779
Dendrodoris nigra,10,Dendrodoris_nigra_img10,candidate,iNaturalist,386206976,https://www.inaturalist.org/observations/386206976,CC-BY-NC,Kat (katchristian),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img10.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707107802
Dendrodoris tuberculosa,1,Dendrodoris_tuberculosa_img01,candidate,iNaturalist,356756779,https://www.inaturalist.org/observations/356756779,CC-BY-NC,Olie Turner III (olieturner3),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,650621893
Dendrodoris tuberculosa,2,Dendrodoris_tuberculosa_img02,candidate,iNaturalist,356801836,https://www.inaturalist.org/observations/356801836,CC-BY-NC,werwer99,2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img02.jpg,2048,1719,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,650701715
Dendrodoris tuberculosa,3,Dendrodoris_tuberculosa_img03,candidate,iNaturalist,351600026,https://www.inaturalist.org/observations/351600026,CC-BY-NC,exploring_the_world,2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img03.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,641646896
Dendrodoris tuberculosa,4,Dendrodoris_tuberculosa_img04,candidate,iNaturalist,350734675,https://www.inaturalist.org/observations/350734675,CC-BY-NC,gillianjb,2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img04.jpg,2048,1416,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,639985001
Dendrodoris tuberculosa,5,Dendrodoris_tuberculosa_img05,candidate,iNaturalist,342789196,https://www.inaturalist.org/observations/342789196,CC-BY-NC,Amaury Durbano (adurbano),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img05.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,624287019
Dendrodoris tuberculosa,6,Dendrodoris_tuberculosa_img06,candidate,iNaturalist,335221200,https://www.inaturalist.org/observations/335221200,CC-BY-NC,Marleen Schouten (nijntje51),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img06.jpg,2048,1155,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,608905910
Dendrodoris tuberculosa,7,Dendrodoris_tuberculosa_img07,candidate,iNaturalist,333360458,https://www.inaturalist.org/observations/333360458,CC-BY-NC,Olie Turner III (olieturner3),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,605198091
Dendrodoris tuberculosa,8,Dendrodoris_tuberculosa_img08,candidate,iNaturalist,333280819,https://www.inaturalist.org/observations/333280819,CC-BY-NC,Bobby Brittingham (birdguybob),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img08.jpg,946,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,605036824
Dendrodoris tuberculosa,9,Dendrodoris_tuberculosa_img09,candidate,iNaturalist,334471050,https://www.inaturalist.org/observations/334471050,CC-BY-NC,Madeline Kelly (madelineaky),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img09.jpg,1206,1528,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,607407481
Dendrodoris tuberculosa,10,Dendrodoris_tuberculosa_img10,candidate,iNaturalist,333534578,https://www.inaturalist.org/observations/333534578,CC-BY-NC,Rowan Willow (ro_z05),2026/8/12,matched,raw_data/formal_images/Dendrodoris_tuberculosa/Dendrodoris_tuberculosa_img10.jpg,1206,1884,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,605550594
Glossodoris hikuerensis,1,Glossodoris_hikuerensis_img01,candidate,iNaturalist,384241405,https://www.inaturalist.org/observations/384241405,CC-BY-NC,ctallo,2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img01.jpg,2048,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,703336652
Glossodoris hikuerensis,2,Glossodoris_hikuerensis_img02,candidate,iNaturalist,383114363,https://www.inaturalist.org/observations/383114363,CC-BY-NC,Paul Sorensen (paul_isotope),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img02.jpg,2048,1429,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,701158294
Glossodoris hikuerensis,3,Glossodoris_hikuerensis_img03,candidate,iNaturalist,380984102,https://www.inaturalist.org/observations/380984102,CC-BY-NC,ctallo,2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img03.jpg,2048,1366,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,697062425
Glossodoris hikuerensis,4,Glossodoris_hikuerensis_img04,candidate,iNaturalist,373917085,https://www.inaturalist.org/observations/373917085,CC-BY-NC,Malte Sellin (maltesellin),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,683395576
Glossodoris hikuerensis,5,Glossodoris_hikuerensis_img05,candidate,iNaturalist,357883327,https://www.inaturalist.org/observations/357883327,CC-BY-NC,Steve Cappell (scappell),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img05.jpg,2048,1366,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,652790189
Glossodoris hikuerensis,6,Glossodoris_hikuerensis_img06,candidate,iNaturalist,347982311,https://www.inaturalist.org/observations/347982311,CC-BY-NC,Keith Willmott (kwillmott),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img06.jpg,2048,1340,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,634570797
Glossodoris hikuerensis,7,Glossodoris_hikuerensis_img07,candidate,iNaturalist,345877193,https://www.inaturalist.org/observations/345877193,CC-BY-NC,rudi f (rudif),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img07.jpg,2000,1500,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,630400425
Glossodoris hikuerensis,8,Glossodoris_hikuerensis_img08,candidate,iNaturalist,344390758,https://www.inaturalist.org/observations/344390758,CC-BY-NC,callumo23,2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img08.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,627498003
Glossodoris hikuerensis,9,Glossodoris_hikuerensis_img09,candidate,iNaturalist,343155504,https://www.inaturalist.org/observations/343155504,CC-BY-SA,Ewout Knoester (ewoutknoester),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,625025318
Glossodoris hikuerensis,10,Glossodoris_hikuerensis_img10,candidate,iNaturalist,377664272,https://www.inaturalist.org/observations/377664272,CC-BY-NC,Hamadi Mwamlavya (mwamlavya),2026/8/12,matched,raw_data/formal_images/Glossodoris_hikuerensis/Glossodoris_hikuerensis_img10.jpg,1080,1440,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,690652165
Goniobranchus collingwoodi,1,Goniobranchus_collingwoodi_img01,candidate,iNaturalist,371867404,https://www.inaturalist.org/observations/371867404,CC-BY-NC,cr1970,2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,679464067
Goniobranchus collingwoodi,2,Goniobranchus_collingwoodi_img02,candidate,iNaturalist,370828695,https://www.inaturalist.org/observations/370828695,CC-BY-NC,cr1970,2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,677490599
Goniobranchus collingwoodi,3,Goniobranchus_collingwoodi_img03,candidate,iNaturalist,374320309,https://www.inaturalist.org/observations/374320309,CC-BY-NC,Lionel Goh (lionel10933),2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,684171469
Goniobranchus collingwoodi,4,Goniobranchus_collingwoodi_img04,candidate,iNaturalist,340557161,https://www.inaturalist.org/observations/340557161,CC-BY-NC,Franca Wermuth (franca2020),2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,619768717
Goniobranchus collingwoodi,5,Goniobranchus_collingwoodi_img05,candidate,iNaturalist,333125904,https://www.inaturalist.org/observations/333125904,CC-BY-NC,carissr,2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img05.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,604724038
Goniobranchus collingwoodi,6,Goniobranchus_collingwoodi_img06,candidate,iNaturalist,331494771,https://www.inaturalist.org/observations/331494771,CC-BY-NC,Tom Davis (tom_davis),2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img06.jpg,1366,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,601379558
Goniobranchus collingwoodi,7,Goniobranchus_collingwoodi_img07,candidate,iNaturalist,332210697,https://www.inaturalist.org/observations/332210697,CC-BY-NC,meryllarkin,2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img07.jpg,952,787,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,602842291
Goniobranchus collingwoodi,8,Goniobranchus_collingwoodi_img08,candidate,iNaturalist,332570445,https://www.inaturalist.org/observations/332570445,CC-BY-NC,asho,2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img08.jpg,1192,840,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,603585459
Goniobranchus collingwoodi,9,Goniobranchus_collingwoodi_img09,candidate,iNaturalist,331365305,https://www.inaturalist.org/observations/331365305,CC-BY-NC,drmattnimbs,2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,601110353
Goniobranchus collingwoodi,10,Goniobranchus_collingwoodi_img10,candidate,iNaturalist,331262680,https://www.inaturalist.org/observations/331262680,CC-BY-NC,David Harasti (daveharasti),2026/8/12,matched,raw_data/formal_images/Goniobranchus_collingwoodi/Goniobranchus_collingwoodi_img10.jpg,700,1050,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,600897120
Goniobranchus daphne,1,Goniobranchus_daphne_img01,candidate,iNaturalist,388128935,https://www.inaturalist.org/observations/388128935,CC-BY-NC,mashalevene,2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710815828
Goniobranchus daphne,2,Goniobranchus_daphne_img02,candidate,iNaturalist,388130272,https://www.inaturalist.org/observations/388130272,CC-BY-NC,mashalevene,2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710818238
Goniobranchus daphne,3,Goniobranchus_daphne_img03,candidate,iNaturalist,378335162,https://www.inaturalist.org/observations/378335162,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img03.jpg,1638,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,691939661
Goniobranchus daphne,4,Goniobranchus_daphne_img04,candidate,iNaturalist,376088043,https://www.inaturalist.org/observations/376088043,CC-BY-NC,ullie,2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,687605106
Goniobranchus daphne,5,Goniobranchus_daphne_img05,candidate,iNaturalist,370463841,https://www.inaturalist.org/observations/370463841,CC-BY-NC,Cara S (cara59264),2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img05.jpg,2048,1535,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,676770947
Goniobranchus daphne,6,Goniobranchus_daphne_img06,candidate,iNaturalist,367582756,https://www.inaturalist.org/observations/367582756,CC-BY-NC,Hiroya Kidoguchi (riki_paleatus),2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,671293805
Goniobranchus daphne,7,Goniobranchus_daphne_img07,candidate,iNaturalist,360477265,https://www.inaturalist.org/observations/360477265,CC-BY-NC,Tony Strazzari (tonydiver),2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img07.jpg,2048,1436,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,657770025
Goniobranchus daphne,8,Goniobranchus_daphne_img08,candidate,iNaturalist,354179050,https://www.inaturalist.org/observations/354179050,CC-BY-NC,kaz_dives,2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img08.jpg,1063,798,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,646164430
Goniobranchus daphne,9,Goniobranchus_daphne_img09,candidate,iNaturalist,347753486,https://www.inaturalist.org/observations/347753486,CC-BY-NC,kaz_dives,2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img09.jpg,1063,797,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,634118601
Goniobranchus daphne,10,Goniobranchus_daphne_img10,candidate,iNaturalist,350249694,https://www.inaturalist.org/observations/350249694,CC-BY-NC,ricebowlllllllll,2026/8/12,matched,raw_data/formal_images/Goniobranchus_daphne/Goniobranchus_daphne_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,639033027
Goniobranchus splendidus,1,Goniobranchus_splendidus_img01,candidate,iNaturalist,387099756,https://www.inaturalist.org/observations/387099756,CC-BY-NC,kaz_dives,2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img01.jpg,1063,797,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708810588
Goniobranchus splendidus,2,Goniobranchus_splendidus_img02,candidate,iNaturalist,386792278,https://www.inaturalist.org/observations/386792278,CC-BY-NC,kchris1,2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img02.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708224440
Goniobranchus splendidus,3,Goniobranchus_splendidus_img03,candidate,iNaturalist,386184602,https://www.inaturalist.org/observations/386184602,CC-BY-NC,rickdicksonbattye,2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707066445
Goniobranchus splendidus,4,Goniobranchus_splendidus_img04,candidate,iNaturalist,385539366,https://www.inaturalist.org/observations/385539366,CC-BY-NC,Rod Sleath (southcoastdiver),2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img04.jpg,1638,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,705821351
Goniobranchus splendidus,5,Goniobranchus_splendidus_img05,candidate,iNaturalist,384806557,https://www.inaturalist.org/observations/384806557,CC-BY-NC,kaz_dives,2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img05.jpg,1063,798,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704435063
Goniobranchus splendidus,6,Goniobranchus_splendidus_img06,candidate,iNaturalist,382257731,https://www.inaturalist.org/observations/382257731,CC-BY-NC,sarahjanee7,2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,699530362
Goniobranchus splendidus,7,Goniobranchus_splendidus_img07,candidate,iNaturalist,377658296,https://www.inaturalist.org/observations/377658296,CC-BY-NC,Mike Jones (mikejonesdive),2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img07.jpg,2048,1638,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,690639648
Goniobranchus splendidus,8,Goniobranchus_splendidus_img08,candidate,iNaturalist,376140203,https://www.inaturalist.org/observations/376140203,CC-BY,Bryce Watts-Parker (brycewattsparker),2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img08.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,687707027
Goniobranchus splendidus,9,Goniobranchus_splendidus_img09,candidate,iNaturalist,376088927,https://www.inaturalist.org/observations/376088927,CC-BY-NC,ullie,2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,687606878
Goniobranchus splendidus,10,Goniobranchus_splendidus_img10,candidate,iNaturalist,372144302,https://www.inaturalist.org/observations/372144302,CC-BY-NC,Rod Sleath (southcoastdiver),2026/8/12,matched,raw_data/formal_images/Goniobranchus_splendidus/Goniobranchus_splendidus_img10.jpg,1250,1563,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,680001814
Goniobranchus tasmaniensis,1,Goniobranchus_tasmaniensis_img01,candidate,iNaturalist,381285654,https://www.inaturalist.org/observations/381285654,CC-BY-NC,hurlza95,2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img01.jpg,2048,1996,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,697648504
Goniobranchus tasmaniensis,2,Goniobranchus_tasmaniensis_img02,candidate,iNaturalist,361958282,https://www.inaturalist.org/observations/361958282,CC-BY-NC,Nick Shaw (nickoshaw),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,660605796
Goniobranchus tasmaniensis,3,Goniobranchus_tasmaniensis_img03,candidate,iNaturalist,361889932,https://www.inaturalist.org/observations/361889932,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img03.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,660482611
Goniobranchus tasmaniensis,4,Goniobranchus_tasmaniensis_img04,candidate,iNaturalist,336777281,https://www.inaturalist.org/observations/336777281,CC-BY-NC,hollybaird79,2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,612071122
Goniobranchus tasmaniensis,5,Goniobranchus_tasmaniensis_img05,candidate,iNaturalist,334059425,https://www.inaturalist.org/observations/334059425,CC-BY-NC,Rod Sleath (southcoastdiver),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img05.jpg,2048,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,606569041
Goniobranchus tasmaniensis,6,Goniobranchus_tasmaniensis_img06,candidate,iNaturalist,332610475,https://www.inaturalist.org/observations/332610475,CC-BY-NC,emgee4,2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img06.jpg,1410,1880,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,603666531
Goniobranchus tasmaniensis,7,Goniobranchus_tasmaniensis_img07,candidate,iNaturalist,331386891,https://www.inaturalist.org/observations/331386891,CC-BY-NC,Mike Jones (mikejonesdive),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,601155899
Goniobranchus tasmaniensis,8,Goniobranchus_tasmaniensis_img08,candidate,iNaturalist,330155399,https://www.inaturalist.org/observations/330155399,CC-BY-NC,Tom Mayo (thomasmayo),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img08.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,598620039
