species,image_slot,image_id,analysis_stage,source,observation_id,observation_url,license,photographer_or_observer,date_accessed,source_metadata_status,original_image_path,original_width,original_height,image_downloaded,usable,exclusion_reason,animal_clear,background_clear,segmentation_status,segmentation_qc,metrics_status,notes,source_photo_id
Ardeadoris egretta,8,Ardeadoris_egretta_img08,candidate,iNaturalist,337675178,https://www.inaturalist.org/observations/337675178,CC BY-NC,Frank Krasovec (wetlens),2026/8/11,,raw_data/formal_images/Ardeadoris_egretta/Ardeadoris_egretta_img08.jpg,1512,1080,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear; small watermark in upper background,613905640
Ardeadoris egretta,9,Ardeadoris_egretta_img09,candidate,iNaturalist,332974182,https://www.inaturalist.org/observations/332974182,CC BY-NC,ylsu,2026/8/11,,raw_data/formal_images/Ardeadoris_egretta/Ardeadoris_egretta_img09.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,604392763
Ardeadoris egretta,10,Ardeadoris_egretta_img10,candidate,iNaturalist,340744729,https://www.inaturalist.org/observations/340744729,CC BY-NC-ND,Simba (simbason),2026/8/11,,raw_data/formal_images/Ardeadoris_egretta/Ardeadoris_egretta_img10.jpg,2048,1531,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear; a few thin natural filaments near the animal,620142391
Ardeadoris rubroannulata,1,Ardeadoris_rubroannulata_img01,candidate,iNaturalist,371554936,https://www.inaturalist.org/observations/371554936,CC BY-NC,Gerrad Kennedy (gerradkennedy),2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img01.jpg,2048,2048,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; curled body position; colour pattern visible; natural background clear,678872951
Ardeadoris rubroannulata,2,Ardeadoris_rubroannulata_img02,candidate,iNaturalist,345809764, https://www.inaturalist.org/observations/345809764,CC BY-NC,Terry Farr (scubatel),2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img02.jpg,1000,750,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,630260012
Ardeadoris rubroannulata,3,Ardeadoris_rubroannulata_img03,candidate,iNaturalist,340702561,https://www.inaturalist.org/observations/340702561,CC BY-NC,Nathan Fripp (nathan_fripp),2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img03.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; curled body position; colour pattern visible; natural background clear,620057786
Ardeadoris rubroannulata,4,Ardeadoris_rubroannulata_img04,candidate,iNaturalist,339864587,https://www.inaturalist.org/observations/339864587,CC BY-NC,Sue Churchill (sue_churchill),2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img04.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear; minor natural material near the lower edge,618338434
Ardeadoris rubroannulata,5,Ardeadoris_rubroannulata_img05,candidate,iNaturalist,336183225,https://www.inaturalist.org/observations/336183225,CC BY-NC,divercraig,2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img05.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; animal clear and mostly fully visible; curled body position; colour pattern visible; natural background clear; small watermark away from the animal,610863606
Ardeadoris rubroannulata,6,Ardeadoris_rubroannulata_img06,candidate,iNaturalist,260016885,https://www.inaturalist.org/observations/260016885,CC BY-NC,bretttouzell,2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img06.jpg,2048,1365,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear; animal relatively small but details remain visible,466867654
Ardeadoris rubroannulata,7,Ardeadoris_rubroannulata_img07,candidate,iNaturalist,341336063,https://www.inaturalist.org/observations/341336063,CC BY-NC,Terry Farr (scubatel),2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img07.jpg,1000,750,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,621359922
Ardeadoris rubroannulata,8,Ardeadoris_rubroannulata_img08,candidate,iNaturalist,175501021,https://www.inaturalist.org/observations/175501021,CC BY-NC,drkellyannemasterman,2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img08.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; curled body position; colour pattern visible; natural background clear; small watermark away from the animal,305011185
Ardeadoris rubroannulata,9,Ardeadoris_rubroannulata_img09,candidate,iNaturalist,150538905,https://www.inaturalist.org/observations/150538905,CC BY-NC,Lord Howe Island Marine Park staff (seaslugcensus),2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img09.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; animal clear and mostly fully visible; colour pattern visible; natural background clear; minor natural algae near the gills,259599678
Ardeadoris rubroannulata,10,Ardeadoris_rubroannulata_img10,candidate,iNaturalist,147446908,https://www.inaturalist.org/observations/147446908,CC BY-NC,profmollusc,2026/8/11,,raw_data/formal_images/Ardeadoris_rubroannulata/Ardeadoris_rubroannulata_img10.jpg,1500,1125,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern clearly visible; natural background clear,253719890
Ceratosoma brevicaudatum,1,Ceratosoma_brevicaudatum_img01,candidate,iNaturalist,389581243,https://www.inaturalist.org/observations/389581243,CC BY,lawrencehylton,2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img01.jpg,2048,1365,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713619374
Ceratosoma brevicaudatum,2,Ceratosoma_brevicaudatum_img02,candidate,iNaturalist,388134220,https://www.inaturalist.org/observations/388134220,CC BY-NC,Henry Carrick (henrycarrick),2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img02.jpg,1165,881,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear; slightly dark underwater image,710822208
Ceratosoma brevicaudatum,3,Ceratosoma_brevicaudatum_img03,candidate,iNaturalist,388694312,https://www.inaturalist.org/observations/388694312,CC BY-NC,sam_21,2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img03.jpg,1944,2048,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; slightly curved body position; colour pattern visible; natural background clear,711920869
Ceratosoma brevicaudatum,4,Ceratosoma_brevicaudatum_img04,candidate,iNaturalist,387111622,https://www.inaturalist.org/observations/387111622,CC BY-NC,Ian Scholey (ianscholey1),2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img04.jpg,2048,1365,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear; minor natural debris on the central body; small watermark away from the animal,708833645
Ceratosoma brevicaudatum,5,Ceratosoma_brevicaudatum_img05,candidate,iNaturalist,385582220,https://www.inaturalist.org/observations/385582220,CC BY-NC,aburnell,2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img05.jpg,1536,2048,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,705907719
Ceratosoma brevicaudatum,6,Ceratosoma_brevicaudatum_img06,candidate,iNaturalist,382150286,https://www.inaturalist.org/observations/382150286,CC BY-NC,thesnorkelsisters,2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img06.jpg,1368,2048,yes,yes,,yes,yes,,,,Research grade; whole animal visible; colour pattern visible; natural background clear; slightly soft underwater image; natural algae near the animal,699318902
Ceratosoma brevicaudatum,7,Ceratosoma_brevicaudatum_img07,candidate,iNaturalist,380279681,https://www.inaturalist.org/observations/380279681,CC BY-NC,ken_flan,2026/8/11,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img07.jpg,2048,1970,yes,yes,,yes,yes,,,,Research grade; juvenile animal clear and fully visible; colour pattern visible; natural background clear; photographed at sufficient size,695706040
Ceratosoma brevicaudatum,8,Ceratosoma_brevicaudatum_img08,candidate,iNaturalist,378304501,https://www.inaturalist.org/observations/378304501,CC BY-NC,noelieguacamole,2026/8/12,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img08.jpg,1152,2048,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; curved body position; colour pattern visible; natural background clear,691883937
Ceratosoma brevicaudatum,9,Ceratosoma_brevicaudatum_img09,candidate,iNaturalist,372174076,https://www.inaturalist.org/observations/372174076,CC BY-NC,phyllopterix,2026/8/12,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img09.jpg,634,475,yes,yes,,yes,yes,,,,Research grade; whole animal visible; curved body position; colour pattern visible; natural background clear; slightly soft image with a yellow colour cast,680062172
Ceratosoma brevicaudatum,10,Ceratosoma_brevicaudatum_img10,candidate,iNaturalist,363027345,https://www.inaturalist.org/observations/363027345,CC BY-NC,ocean_mick,2026/8/12,,raw_data/formal_images/Ceratosoma_brevicaudatum/Ceratosoma_brevicaudatum_img10.jpg,2048,1536,yes,yes,,yes,yes,,,,Research grade; whole animal clear and fully visible; curved body position; colour pattern visible; natural background clear,662607356
Ceratosoma trilobatum,1,Ceratosoma_trilobatum_img01,candidate,iNaturalist,388741744,https://www.inaturalist.org/observations/388741744,CC-BY-NC,dod_od,2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img01.jpg,2048,1152,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712004196
Ceratosoma trilobatum,2,Ceratosoma_trilobatum_img02,candidate,iNaturalist,389290508,https://www.inaturalist.org/observations/389290508,CC-BY-NC,dorisreef,2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img02.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713058663
Ceratosoma trilobatum,3,Ceratosoma_trilobatum_img03,candidate,iNaturalist,389290491,https://www.inaturalist.org/observations/389290491,CC-BY-NC,dorisreef,2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img03.jpg,2048,1366,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713056524
Ceratosoma trilobatum,4,Ceratosoma_trilobatum_img04,candidate,iNaturalist,385565921,https://www.inaturalist.org/observations/385565921,CC-BY-NC,Hiroya Kidoguchi (riki_paleatus),2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img04.jpg,951,714,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,705876654
Ceratosoma trilobatum,5,Ceratosoma_trilobatum_img05,candidate,iNaturalist,381626836,https://www.inaturalist.org/observations/381626836,CC-BY-NC,Kun-hong Tsai (kun_hong),2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,698311393
Ceratosoma trilobatum,6,Ceratosoma_trilobatum_img06,candidate,iNaturalist,381619049,https://www.inaturalist.org/observations/381619049,CC-BY-NC-SA,Amber Lancaster (zvakanaka),2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,698292218
Ceratosoma trilobatum,7,Ceratosoma_trilobatum_img07,candidate,iNaturalist,379672312,https://www.inaturalist.org/observations/379672312,CC-BY-NC,ctallo,2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img07.jpg,2048,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,694520092
Ceratosoma trilobatum,8,Ceratosoma_trilobatum_img08,candidate,iNaturalist,389949258,https://www.inaturalist.org/observations/389949258,CC-BY-NC,吳柏軒 (tylerwu583),2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img08.jpg,1024,768,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714345757
Ceratosoma trilobatum,9,Ceratosoma_trilobatum_img09,candidate,iNaturalist,377012669,https://www.inaturalist.org/observations/377012669,CC-BY-NC,chelmon_lol,2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,689386993
Ceratosoma trilobatum,10,Ceratosoma_trilobatum_img10,candidate,iNaturalist,372159092,https://www.inaturalist.org/observations/372159092,CC-BY-NC,interstitial_human,2026/8/12,matched,raw_data/formal_images/Ceratosoma_trilobatum/Ceratosoma_trilobatum_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,680029389
Chromodoris elisabethina,1,Chromodoris_elisabethina_img01,candidate,iNaturalist,373443661,https://www.inaturalist.org/observations/373443661,CC-BY-NC,Natalie Scott (nataliescott),2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,682482429
Chromodoris elisabethina,2,Chromodoris_elisabethina_img02,candidate,iNaturalist,364883713,https://www.inaturalist.org/observations/364883713,CC-BY-NC,adrenalin,2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img02.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,666111026
Chromodoris elisabethina,3,Chromodoris_elisabethina_img03,candidate,iNaturalist,358537838,https://www.inaturalist.org/observations/358537838,CC-BY-NC,Claire Goiran (clairegoiran),2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img03.jpg,2041,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,654074648
Chromodoris elisabethina,4,Chromodoris_elisabethina_img04,candidate,iNaturalist,353227006,https://www.inaturalist.org/observations/353227006,CC-BY-NC,Claire Goiran (clairegoiran),2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img04.jpg,1382,1380,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,644543607
Chromodoris elisabethina,5,Chromodoris_elisabethina_img05,candidate,iNaturalist,351054600,https://www.inaturalist.org/observations/351054600,CC-BY-NC,momaz,2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,640581895
Chromodoris elisabethina,6,Chromodoris_elisabethina_img06,candidate,iNaturalist,351666925,https://www.inaturalist.org/observations/351666925,CC-BY-NC,afguemas,2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img06.jpg,2048,1495,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,641781423
Chromodoris elisabethina,7,Chromodoris_elisabethina_img07,candidate,iNaturalist,349200911,https://www.inaturalist.org/observations/349200911,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img07.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,636977691
Chromodoris elisabethina,8,Chromodoris_elisabethina_img08,candidate,iNaturalist,348420971,https://www.inaturalist.org/observations/348420971,CC-BY-NC,kate_hill2002,2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img08.jpg,273,168,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,635438619
Chromodoris elisabethina,9,Chromodoris_elisabethina_img09,candidate,iNaturalist,349703016,https://www.inaturalist.org/observations/349703016,CC-BY-NC,mbp349,2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,637967862
Chromodoris elisabethina,10,Chromodoris_elisabethina_img10,candidate,iNaturalist,346350013,https://www.inaturalist.org/observations/346350013,CC-BY-NC-SA,陳致維 Chih-Wei Chen (divingsnake),2026/8/12,matched,raw_data/formal_images/Chromodoris_elisabethina/Chromodoris_elisabethina_img10.jpg,2048,1363,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,631331184
Chromodoris kuiteri,1,Chromodoris_kuiteri_img01,candidate,iNaturalist,366956535,https://www.inaturalist.org/observations/366956535,CC-BY-NC,debiiem,2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img01.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,670085651
Chromodoris kuiteri,2,Chromodoris_kuiteri_img02,candidate,iNaturalist,350761976,https://www.inaturalist.org/observations/350761976,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img02.jpg,1638,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,640035158
Chromodoris kuiteri,3,Chromodoris_kuiteri_img03,candidate,iNaturalist,347204156,https://www.inaturalist.org/observations/347204156,CC-BY-NC,divercraig,2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,633029078
Chromodoris kuiteri,4,Chromodoris_kuiteri_img04,candidate,iNaturalist,346380767,https://www.inaturalist.org/observations/346380767,CC-BY-NC-SA,陳致維 Chih-Wei Chen (divingsnake),2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img04.jpg,2048,1363,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,631385672
Chromodoris kuiteri,5,Chromodoris_kuiteri_img05,candidate,iNaturalist,346350007,https://www.inaturalist.org/observations/346350007,CC-BY-NC-SA,陳致維 Chih-Wei Chen (divingsnake),2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img05.jpg,2048,1363,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,631331149
Chromodoris kuiteri,6,Chromodoris_kuiteri_img06,candidate,iNaturalist,346957431,https://www.inaturalist.org/observations/346957431,CC-BY-NC,Rod Sleath (southcoastdiver),2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img06.jpg,1638,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,632535568
Chromodoris kuiteri,7,Chromodoris_kuiteri_img07,candidate,iNaturalist,340015171,https://www.inaturalist.org/observations/340015171,CC-BY-NC,Graham McMartin (grahammcm),2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,618660306
Chromodoris kuiteri,8,Chromodoris_kuiteri_img08,candidate,iNaturalist,339860379,https://www.inaturalist.org/observations/339860379,CC-BY-NC,mattdowse,2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img08.jpg,1714,1200,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,618344687
Chromodoris kuiteri,9,Chromodoris_kuiteri_img09,candidate,iNaturalist,336220731,https://www.inaturalist.org/observations/336220731,CC-BY-NC,nathan_fripp,2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,610939072
Chromodoris kuiteri,10,Chromodoris_kuiteri_img10,candidate,iNaturalist,336184796,https://www.inaturalist.org/observations/336184796,CC-BY-NC,divercraig,2026/8/12,matched,raw_data/formal_images/Chromodoris_kuiteri/Chromodoris_kuiteri_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,610866645
Dendrodoris krusensternii (=denisoni),1,Dendrodoris_krusensternii_denisoni_img01,candidate,iNaturalist,389911921,https://www.inaturalist.org/observations/389911921,CC-BY-NC,Patrick (pburnham93),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img01.jpg,1152,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714273681
Dendrodoris krusensternii (=denisoni),2,Dendrodoris_krusensternii_denisoni_img02,candidate,iNaturalist,389201080,https://www.inaturalist.org/observations/389201080,CC-BY-NC,nudiobsessed,2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img02.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712886188
Dendrodoris krusensternii (=denisoni),3,Dendrodoris_krusensternii_denisoni_img03,candidate,iNaturalist,387776880,https://www.inaturalist.org/observations/387776880,CC0,Liam Clayton Media (liamclaytonmedia),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img03.jpg,1561,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710119772
Dendrodoris krusensternii (=denisoni),4,Dendrodoris_krusensternii_denisoni_img04,candidate,iNaturalist,387727096,https://www.inaturalist.org/observations/387727096,CC-BY-NC,"Ya-ju,lee (yajulee)",2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img04.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710021376
Dendrodoris krusensternii (=denisoni),5,Dendrodoris_krusensternii_denisoni_img05,candidate,iNaturalist,387417571,https://www.inaturalist.org/observations/387417571,CC0,Michael Burt (michael3069),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img05.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709427137
Dendrodoris krusensternii (=denisoni),6,Dendrodoris_krusensternii_denisoni_img06,candidate,iNaturalist,386809907,https://www.inaturalist.org/observations/386809907,CC-BY-NC,Patrick (pburnham93),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img06.jpg,1152,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708260023
Dendrodoris krusensternii (=denisoni),7,Dendrodoris_krusensternii_denisoni_img07,candidate,iNaturalist,387445876,https://www.inaturalist.org/observations/387445876,CC-BY-NC,Joseph Knight (joknight_nz),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img07.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709399093
Dendrodoris krusensternii (=denisoni),8,Dendrodoris_krusensternii_denisoni_img08,candidate,iNaturalist,386220880,https://www.inaturalist.org/observations/386220880,CC-BY-SA,Christopher Stephens (christopherstephens),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img08.jpg,2048,1366,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707131672
Dendrodoris krusensternii (=denisoni),9,Dendrodoris_krusensternii_denisoni_img09,candidate,iNaturalist,387445849,https://www.inaturalist.org/observations/387445849,CC-BY-NC,Joseph Knight (joknight_nz),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img09.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709378572
Dendrodoris krusensternii (=denisoni),10,Dendrodoris_krusensternii_denisoni_img10,candidate,iNaturalist,389544211,https://www.inaturalist.org/observations/389544211,CC-BY-SA,Christopher Stephens (christopherstephens),2026/8/12,matched,raw_data/formal_images/Dendrodoris_krusensternii_denisoni/Dendrodoris_krusensternii_denisoni_img10.jpg,2048,1366,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713121187
Dendrodoris nigra,1,Dendrodoris_nigra_img01,candidate,iNaturalist,390239736,https://www.inaturalist.org/observations/390239736,CC-BY-NC,penguingough,2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img01.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714914882
Dendrodoris nigra,2,Dendrodoris_nigra_img02,candidate,iNaturalist,389539467,https://www.inaturalist.org/observations/389539467,CC-BY-NC,Mitchell Roberts (mitchell2469),2026/8/12,matched,raw_data/formal_images/Dendrodoris_nigra/Dendrodoris_nigra_img02.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713541356
