component,eigenvalue,explained_variance_ratio,explained_variance_percent,cumulative_variance_percent
PC1,3.3803939728161523,0.3755993303129054,37.55993303129054,37.55993303129054
PC2,1.3327851023917408,0.14808723359908213,14.808723359908212,52.368656391198755
PC3,1.1549625946455622,0.1283291771828401,12.832917718284008,65.20157410948276
PC4,1.0003296507368415,0.11114773897076004,11.114773897076004,76.31634800655877
PC5,0.8177009417272979,0.09085566019192189,9.08556601919219,85.40191402575095
PC6,0.6174501414216652,0.06860557126907384,6.860557126907383,92.26247115265835
PC7,0.44434102446799395,0.04937122494088816,4.937122494088816,97.19959364674716
PC8,0.17559593558190284,0.019510659509100293,1.9510659509100292,99.15065959765718
PC9,0.07644063621085431,0.008493404023428247,0.8493404023428247,100.00000000000003
