metric,mean,sd
Gray contrast,59.0774180973332,27.69680877002478
Saturation contrast,46.56788916067612,15.87891107574677
CIELAB distance,31.203386072375913,10.523346267404323
Luminance edge CV diff.,0.31989853504318333,0.1352101765188303
Chromatic edge CV diff.,0.26405827283478395,0.13303339434574177
Gray SD diff.,14.060592387580279,4.099706884171895
Saturation SD diff.,14.767038180747756,4.983336258294423
Edge density diff.,0.04078837506150571,0.024231781826963037
Chromatic edge mean diff.,7.975962060601623,3.9241207405117504
