metric,mean,sd
Gray SD,50.95695297418271,10.874599966067821
Saturation SD,54.51126537246293,12.387596127219876
Edge density,0.060708622903025145,0.0460386583388404
Luminance edge CV,1.295613000523303,0.25248229293674235
Chromatic edge mean,19.424842783521726,6.40401813616383
Chromatic edge CV,1.0855325627254326,0.2363777724679374
