col_mean,col_sd,col_cov,col_skew,col_kurtosis,lum_mean,lum_sd,lum_cov,lum_skew,lum_kurtosis,col_mean_hrz,col_sd_hrz,col_cov_hrz,col_skew_hrz,col_kurtosis_hrz,col_mean_vrt,col_sd_vrt,col_cov_vrt,col_skew_vrt,col_kurtosis_vrt,lum_mean_hrz,lum_sd_hrz,lum_cov_hrz,lum_skew_hrz,lum_kurtosis_hrz,lum_mean_vrt,lum_sd_vrt,lum_cov_vrt,lum_skew_vrt,lum_kurtosis_vrt,gabrat,caa_sc,caa_jc,caa_st,caa_jt,caa_hc,caa_qc,caa_ht,caa_qt,caa_scpl,caa_qcpl,caa_c,caa_sc_hrz,caa_sc_vrt,caa_jc_hrz,caa_jc_vrt,caa_st_hrz,caa_st_vrt,caa_jt_hrz,caa_jt_vrt,caa_hc_hrz,caa_hc_vrt,caa_qc_hrz,caa_qc_vrt,caa_ht_hrz,caa_ht_vrt,caa_qt_hrz,caa_qt_vrt,caa_scpl_hrz,caa_scpl_vrt,caa_qcpl_hrz,caa_qcpl_vrt,caa_c_hrz,caa_c_vrt,caa_pt,caa_pt_hrz,caa_pt_vrt,caa_asp,vca_ml,vca_sl,vca_cvl,vca_mdmax,vca_sdmax,vca_cvdmax,vca_mssat,vca_sssat,vca_cvssat,vca_msl,vca_ssl,vca_cvsl,vca_ms,vca_ss,vca_cvs,vca_ml_hrz,vca_sl_hrz,vca_cvl_hrz,vca_ml_vrt,vca_sl_vrt,vca_cvl_vrt,vca_mdmax_hrz,vca_sdmax_hrz,vca_cvdmax_hrz,vca_mdmax_vrt,vca_sdmax_vrt,vca_cvdmax_vrt,vca_mssat_hrz,vca_sssat_hrz,vca_cvssat_hrz,vca_mssat_vrt,vca_sssat_vrt,vca_cvssat_vrt,vca_msl_hrz,vca_ssl_hrz,vca_cvsl_hrz,vca_msl_vrt,vca_ssl_vrt,vca_cvsl_vrt,vca_ms_hrz,vca_ss_hrz,vca_cvs_hrz,vca_ms_vrt,vca_ss_vrt,vca_cvs_vrt,bsa_bml,bsa_bsl,bsa_bcvl,bsa_bmdmax,bsa_bsdmax,bsa_bcvdmax,bsa_bmssat,bsa_bsssat,bsa_bcvssat,bsa_bmsl,bsa_bssl,bsa_bcvsl,bsa_bms,bsa_bss,bsa_bcvs,bsa_bml_hrz,bsa_bsl_hrz,bsa_bcvl_hrz,bsa_bml_vrt,bsa_bsl_vrt,bsa_bcvl_vrt,bsa_bmdmax_hrz,bsa_bsdmax_hrz,bsa_bcvdmax_hrz,bsa_bmdmax_vrt,bsa_bsdmax_vrt,bsa_bcvdmax_vrt,bsa_bmssat_hrz,bsa_bsssat_hrz,bsa_bcvssat_hrz,bsa_bmssat_vrt,bsa_bsssat_vrt,bsa_bcvssat_vrt,bsa_bmsl_hrz,bsa_bssl_hrz,bsa_bcvsl_hrz,bsa_bmsl_vrt,bsa_bssl_vrt,bsa_bcvsl_vrt,bsa_bms_hrz,bsa_bss_hrz,bsa_bcvs_hrz,bsa_bms_vrt,bsa_bss_vrt,bsa_bcvs_vrt,roi,dist,species,individual,database,site,daytime,source_dataset
0.231334727,0.728721262,3.150072937,7.25601733,73.64815259,0.423571409,1.09639706,2.588458607,5.964723867,54.73749599,0.115987758,0.475459076,4.099217746,11.12824873,165.2694192,0.118138449,0.48153228,4.07599967,11.38479392,172.779455,0.218956818,0.7139731,3.260794091,9.330432907,124.2739744,0.204755506,0.69704846,3.404296542,9.956428711,139.6055019,0.207248015,3.793493417,0.270963815,8.526910257,0.093702311,1.604989027,0.608167549,2.539294716,0.732685579,0.182333063,0.670426564,0.021390949,3.793748529,3.79323331,0.270982038,0.270945236,8.543948561,8.32621852,0.093889545,0.091496907,1.605109732,1.604864986,0.46313677,0.467347398,2.528344652,2.535160549,0.9580484,0.960631101,0.182435791,0.181221072,0.710592585,0.71398925,0.021766289,0.021015787,2093.573826,44.94260486,46.58327732,0.491037112,0.176647506,0.074313461,0.42068786,0.307514816,0.073140453,0.237843671,7.817774811,1.742754546,0.22292207,20.11894711,12.13631131,0.603227954,6.716590515,3.385866773,0.504104987,0.17733459,0.074208175,0.418464186,0.177431957,0.074152408,0.417920247,0.308138869,0.072079435,0.233918671,0.30827563,0.072147448,0.23403552,7.830727211,1.715353069,0.219054121,7.833957306,1.71764345,0.219256167,20.11642585,12.13602918,0.603289534,20.12146524,12.13659252,0.603166438,6.71527939,3.385113772,0.504091278,6.717900013,3.386618127,0.504118567,0.203310541,0.092067037,0.452839466,0.228128383,0.260169543,1.140452316,0.225869769,0.250920119,1.110906166,8.326398411,3.907683208,0.469312543,3.703288892,3.004558706,0.811321718,0.201562164,0.089596795,0.444511973,0.205120496,0.094570377,0.461047914,0.227042787,0.258377407,1.138011959,0.229252214,0.262143421,1.143471706,0.225343262,0.248738678,1.103821235,0.226414819,0.253289216,1.118695399,8.249187196,3.803256107,0.461046163,8.406328988,4.013399383,0.477425924,3.696169043,2.963985481,0.801907447,3.710659502,3.047559568,0.821298631,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_8_NF_D_RAW_AOB,animals_on_background,NF,D,colour_defence_2024
0.341016618,1.004590226,2.945868833,6.025680878,51.68698832,0.523841756,1.122890923,2.143568952,3.59219296,25.17460399,0.181346826,0.67613641,3.728416008,9.112034669,111.1590228,0.163174063,0.636110841,3.898357557,9.739106908,127.105201,0.290604165,0.766038229,2.636019448,5.842657938,57.97265815,0.234167682,0.65508121,2.797487695,6.405984906,67.09831719,0.200119527,2.468282669,0.27425363,4.756076225,0.132113228,1.20787093,0.549725751,1.948174052,0.639894792,0.203183429,0.594810271,0.02918259,2.458420093,2.478088027,0.273157788,0.275343114,4.764566581,4.730210991,0.132349072,0.13139475,1.20472412,1.210963949,0.395702165,0.397751691,1.932506349,1.961186199,0.879521542,0.892574305,0.20275343,0.203368932,0.637611854,0.645162998,0.032230957,0.026141965,1118.551426,30.02607242,37.25267197,0.446293591,0.128099614,0.032630527,0.254727757,0.329695453,0.075219428,0.228148212,8.419994334,1.760502559,0.209085955,11.826449,7.107394355,0.600974507,7.167360926,4.290776814,0.59865505,0.128808457,0.032355033,0.25118718,0.128551108,0.03251213,0.252912096,0.33109503,0.073942626,0.223327502,0.330710928,0.074097568,0.224055395,8.449450866,1.728577538,0.204578684,8.442799219,1.729455227,0.204843818,11.83694625,7.108311818,0.600519058,11.81604387,7.106467612,0.60142529,7.170535256,4.292184439,0.598586338,7.164214456,4.289378479,0.598722792,0.173057482,0.069377976,0.400895558,0.218219222,0.266361529,1.220614422,0.200109147,0.279000412,1.394241172,7.028906938,2.897217313,0.412186039,3.563425861,3.516221206,0.986753013,0.174007084,0.0689726,0.396378118,0.171889672,0.069854696,0.40639263,0.211851879,0.261065122,1.232300245,0.22604971,0.272519914,1.205575154,0.19230265,0.273639427,1.422962331,0.209709492,0.285147771,1.359727535,7.068000507,2.882626272,0.407841832,6.980830098,2.914306208,0.417472731,3.440373719,3.39909315,0.988001138,3.714754031,3.649152671,0.982340322,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_7_NL_D_RAW_AOB,animals_on_background,NL,D,colour_defence_2024
0.329969561,0.955561009,2.895906533,6.035153711,50.77213126,0.553211353,1.204302466,2.176930134,3.886004571,27.40233904,0.166482907,0.615345574,3.696148654,9.420801136,116.8149106,0.167510625,0.638606499,3.812334285,9.38252735,114.7473563,0.279583651,0.747103128,2.67219891,6.461717288,67.68634608,0.274209486,0.775656073,2.828698905,6.722495656,70.55580536,0.200198025,2.374014424,0.237401442,4.893044149,0.108734314,1.174249802,0.509970209,2.152327158,0.645916885,0.173067878,0.577943547,0.026613444,2.371937636,2.37608963,0.237193764,0.237608963,4.872135551,4.906822584,0.108269679,0.109040502,1.173278893,1.175213708,0.355988158,0.356575205,2.135198352,2.160982374,0.927304862,0.938502721,0.172731721,0.173324732,0.64164651,0.647538963,0.027099644,0.026127238,1338.176811,35.90085358,37.27423383,0.490615794,0.133139553,0.037858051,0.284348638,0.28098979,0.077400756,0.275457541,7.171158398,1.78763776,0.249281589,15.76658009,8.331132922,0.528404567,6.825742792,3.287590134,0.481645769,0.134056224,0.037478812,0.279575323,0.133992769,0.037528872,0.280081322,0.282887988,0.07639639,0.270058797,0.282770329,0.076484929,0.270484281,7.213238677,1.763845789,0.244528965,7.211057292,1.765059592,0.244771262,15.77005027,8.330361703,0.528239388,15.76311333,8.331901705,0.528569549,6.826819602,3.287831106,0.481605095,6.824667044,3.287348991,0.481686355,0.197338581,0.069694781,0.353173621,0.25128647,0.141228156,0.562020536,0.237948245,0.149322885,0.627543544,8.038125233,2.918476067,0.363079199,4.200978583,2.587501449,0.615928265,0.196551074,0.067858795,0.345247643,0.198155406,0.071634791,0.361508134,0.250963695,0.139427515,0.555568466,0.251621261,0.143266023,0.569371693,0.237102929,0.147475082,0.621987599,0.238825032,0.151416627,0.634006519,8.00252678,2.834791736,0.354237082,8.075049031,3.006316742,0.372297026,4.142783425,2.555532204,0.616863577,4.261340371,2.622405039,0.615394409,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_6_NL_D_RAW_AOB,animals_on_background,NL,D,colour_defence_2024
0.250030613,0.697030843,2.787782003,7.729018831,89.9632132,0.421924812,0.918460608,2.17683479,5.500893141,60.3106455,0.126300862,0.433459919,3.431963258,11.3046718,187.0577935,0.127310825,0.467069661,3.668734866,12.00450797,207.0154882,0.214140662,0.557765559,2.604669065,7.654947067,108.7811637,0.208440177,0.604809094,2.901595569,9.555542814,163.1758975,0.160815141,1.40569955,0.156188839,4.361507756,0.121152993,0.642106583,0.2922353,1.952741439,0.663196437,0.138670916,0.477715868,0.01348141,1.404496822,1.406900529,0.156055202,0.156322281,4.123572095,4.623349185,0.114543669,0.128426366,0.64133414,0.642873986,0.217811999,0.218334966,1.917742527,1.984407471,0.872802237,0.903142761,0.135299436,0.142374324,0.545307118,0.560738864,0.013989565,0.012973691,5362.193234,70.48184905,76.07906584,0.480904811,0.084195463,0.014613456,0.173565834,0.356076459,0.08138019,0.228546954,9.323817109,1.94176767,0.208258876,13.01026889,6.988261983,0.537134324,7.265003564,2.880047095,0.396427485,0.084484442,0.014273833,0.168952211,0.084457909,0.014293499,0.169238131,0.357616747,0.079855315,0.22329859,0.357501576,0.079867663,0.223405066,9.359261006,1.905178383,0.203560771,9.356824842,1.904617497,0.203553826,13.01221641,6.988431214,0.537066937,13.00832505,6.988092458,0.537201556,7.266430124,2.879817694,0.396318088,7.263579696,2.880275252,0.396536608,0.195395429,0.090475118,0.463036,0.311305264,0.180370623,0.579401135,0.285524031,0.182133402,0.637891674,7.991545404,3.840323502,0.480548293,5.256762265,2.145986257,0.408233462,0.19497415,0.089178646,0.45738702,0.195849305,0.09184915,0.468978685,0.303881433,0.172223661,0.566746245,0.319303533,0.18840967,0.59006447,0.277988911,0.172911625,0.622009075,0.293642201,0.191222206,0.651208189,7.971873092,3.785354086,0.474838729,8.012739912,3.898561843,0.486545412,5.175292652,2.065445898,0.399097411,5.344535802,2.225985769,0.416497494,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_5_NL_N_RAW_AOB,animals_on_background,NL,N,colour_defence_2024
0.270692285,0.773332848,2.856870663,7.13312082,68.50309382,0.425911402,0.79698731,1.871251408,3.882698417,31.66162541,0.131647347,0.490660221,3.727080203,11.22805492,163.3929119,0.141860142,0.546082622,3.849443649,10.73070086,144.844669,0.213383335,0.489757829,2.295201869,6.577868947,84.5337419,0.212701203,0.507330034,2.385177085,6.215548428,69.07721555,0.144021935,2.334801688,0.389133615,4.024941443,0.26832943,0.988526602,0.551707201,1.662754435,0.722125076,0.328731522,0.636916139,0.016243944,2.335556798,2.334044843,0.389259466,0.389007474,4.113178421,3.848966728,0.274211895,0.256597782,0.989246836,0.987800747,0.450225637,0.428996414,1.651836835,1.65475649,0.921907691,0.923537182,0.33173568,0.322802628,0.686066664,0.676266798,0.015565817,0.016920211,3674.495688,63.24333333,58.10091743,0.521189368,0.142664322,0.03276151,0.229640529,0.319310815,0.052070959,0.163072959,7.974559534,1.261690669,0.158214465,6.974690651,4.392313371,0.629750277,3.964375979,2.094835382,0.528414912,0.142928533,0.032625767,0.228266295,0.142881101,0.032647256,0.228492476,0.319883213,0.0508837,0.159069616,0.320038483,0.050442287,0.157613192,7.986530674,1.236066858,0.154768936,7.990572454,1.225697339,0.153392932,6.974379904,4.392297628,0.629776079,6.975000973,4.392329066,0.629724509,3.964392143,2.094950124,0.5284417,3.964359837,2.094720791,0.528388158,0.158815289,0.092160386,0.580299209,0.255779789,0.256353838,1.00224431,0.235605552,0.23482682,0.996694767,6.462549881,3.837364093,0.593784832,3.264762216,2.264670596,0.693670916,0.162595295,0.091405744,0.562167214,0.155347394,0.093205844,0.599983314,0.244717335,0.248746347,1.016463943,0.265928829,0.264015487,0.99280506,0.223533718,0.228852801,1.023795441,0.246680629,0.240818003,0.976233944,6.616907222,3.807764413,0.575459846,6.320937641,3.879513222,0.613755971,3.18444077,2.186338073,0.686568924,3.338451615,2.343103488,0.701853361,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_4_NL_N_RAW_AOB,animals_on_background,NL,N,colour_defence_2024
0.423423276,1.211234589,2.860576303,5.94013464,46.88552555,0.50782391,1.028238553,2.024793499,4.577033015,35.46779109,0.216488685,0.817963738,3.778320966,8.78693974,98.23663636,0.210599778,0.798718567,3.792589786,9.102506323,106.0110222,0.265053904,0.691883792,2.610351255,7.075377417,76.99482387,0.243423603,0.636999038,2.61683349,7.142085257,78.78351892,0.1622337,1.878455157,0.170768651,5.047326753,0.091769577,1.039042631,0.433314433,2.035817684,0.704344581,0.131269114,0.568829507,0.029143701,1.878963637,1.877947656,0.170814876,0.170722514,4.885622312,5.211739122,0.088829497,0.094758893,1.039512156,1.038562256,0.359646524,0.359317881,1.999816944,2.065489013,0.833988442,0.861375822,0.129822186,0.132740704,0.596817483,0.610346852,0.03025075,0.028037721,1111.296684,32.05703195,34.66623753,0.480447559,0.123578164,0.025989427,0.2103076,0.305682973,0.076607013,0.250609357,7.776797003,1.95285285,0.251112746,10.42373146,8.533625794,0.818672836,6.255661076,3.12760789,0.499964409,0.123725654,0.025728938,0.207951518,0.12374099,0.025716122,0.207822176,0.306284987,0.074615382,0.243614232,0.306080323,0.074513366,0.243443831,7.789586848,1.902621927,0.244251969,7.783895492,1.897746434,0.243804203,10.42345072,8.532907492,0.818625973,10.4240113,8.534341698,0.818719537,6.25730588,3.129311854,0.500105303,6.254021601,3.125907575,0.499823597,0.144088018,0.110460595,0.766618882,0.280304881,0.296819744,1.058917499,0.277641594,0.281127384,1.012554998,5.902939641,4.709636664,0.79784598,4.180110354,3.475480809,0.831432789,0.144534682,0.11041713,0.763949033,0.143606564,0.110505286,0.76950024,0.279544493,0.299030663,1.069706861,0.281124495,0.294415699,1.047278712,0.276100958,0.282556264,1.023380239,0.279302229,0.279568965,1.000955009,5.920957598,4.70752881,0.795062071,5.883518291,4.711825942,0.800851754,4.078045471,3.404738845,0.834894772,4.290124931,3.546673483,0.826706341,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_3_NL_N_RAW_AOB,animals_on_background,NL,N,colour_defence_2024
0.342949941,1.093035802,3.18715845,6.62020377,59.48908382,0.525724214,1.204234419,2.290620039,4.496768376,36.15614837,0.170758923,0.726071194,4.25202491,10.1957214,132.5044075,0.175558212,0.726667623,4.139183307,10.11034979,132.5536026,0.264359528,0.759221213,2.871926797,7.030989108,79.0781242,0.262101352,0.784722114,2.99396439,7.604739738,91.08446172,0.151086258,2.471576253,0.19012125,8.18081722,0.104882272,1.331008531,0.518921953,2.567768826,0.73438103,0.147501761,0.626651492,0.030302283,2.468328496,2.474818981,0.189871423,0.190370691,7.995430076,8.36883868,0.102505514,0.107292804,1.329989615,1.332017242,0.380376588,0.380956488,2.544376447,2.587645605,0.991979214,1.008848614,0.146188468,0.148831747,0.686177901,0.694902551,0.030919723,0.029685717,1024.445929,31.34181663,32.68623325,0.489501347,0.153867798,0.035418288,0.230186489,0.312143905,0.070041892,0.224389747,7.951328803,1.756819758,0.220946687,13.16163069,8.605119998,0.653803484,6.571019579,3.538744982,0.538538189,0.154702647,0.034981885,0.226123373,0.1546153,0.035047274,0.226674034,0.31335816,0.068843584,0.219696157,0.313317919,0.06879649,0.219574068,7.976467335,1.727682654,0.216597471,7.976387246,1.725865512,0.216371831,13.16415221,8.606196081,0.653759995,13.15911594,8.604045876,0.653846802,6.571639426,3.539014504,0.538528406,6.570401396,3.538476047,0.538547926,0.161004324,0.074743525,0.464233032,0.229042967,0.224783667,0.981403925,0.231766304,0.218842623,0.944238311,6.537376545,3.119450915,0.477171675,4.069164339,3.174221713,0.78006722,0.159766453,0.07404297,0.463445042,0.162291825,0.075443049,0.464860442,0.225970779,0.223971723,0.991153476,0.232238329,0.225579291,0.971326708,0.228643371,0.218139881,0.954061692,0.235014445,0.219522552,0.934081104,6.485314597,3.087547873,0.476082976,6.591525815,3.151349629,0.47809107,4.024185168,3.156284824,0.784328924,4.11594686,3.192077479,0.775539041,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_28_NP_D_RAW_AOB,animals_on_background,NP,D,colour_defence_2024
0.367450469,1.171107613,3.18711694,6.88370106,61.28051321,0.443604683,0.936921055,2.112063039,4.348477387,34.45523373,0.190290701,0.792558945,4.164990412,10.29083397,130.7115553,0.18097036,0.783646493,4.330247752,10.66941452,140.1153665,0.244440951,0.637808128,2.609252355,6.51834502,68.7905918,0.199624767,0.568311221,2.846897358,7.936467403,101.2589203,0.144139002,3.099632613,0.238433278,4.559179927,0.058451025,1.361670761,0.530876275,2.119615188,0.611591664,0.148442151,0.57123397,0.032957826,3.093134302,3.106068804,0.237933408,0.23892837,4.749213699,4.312288323,0.060887355,0.055285748,1.359823206,1.363479123,0.395989596,0.393416914,2.125862397,2.098758226,0.82881262,0.818245483,0.149410381,0.147107059,0.612401108,0.605831198,0.035307106,0.030614941,865.1469004,27.32291075,31.66378972,0.463204596,0.135632315,0.02891272,0.213169851,0.393578713,0.084450444,0.21457066,10.17977386,2.149500111,0.211154014,11.82119878,8.504641964,0.719439891,7.561920739,3.684956456,0.487304295,0.135975567,0.028626487,0.210526694,0.135804776,0.028740784,0.211633085,0.394974216,0.082934869,0.2099754,0.394699768,0.082984194,0.210246372,10.21315164,2.113568774,0.206945794,10.20761072,2.113196695,0.207021678,11.82654176,8.508040342,0.719402215,11.81589614,8.501264303,0.719476898,7.565071681,3.685352176,0.487153636,7.558793586,3.684560795,0.487453554,0.128836416,0.073662889,0.571755188,0.210040344,0.219881435,1.046853338,0.209367556,0.2222469,1.061515469,5.216122657,3.048534779,0.584444611,4.167338371,3.519585011,0.844564251,0.132823678,0.073743062,0.555195151,0.124250569,0.073338627,0.590247814,0.205381921,0.216745795,1.055330448,0.215398108,0.223435261,1.037313013,0.203495565,0.219944166,1.080830269,0.216121076,0.224799188,1.040153936,5.378731161,3.050844027,0.567205152,5.029102677,3.036611175,0.603807751,4.092369637,3.451213523,0.843328885,4.253561728,3.596601225,0.845550495,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_26_NF_D_RAW_AOB,animals_on_background,NF,D,colour_defence_2024
0.28983998,0.855478836,2.95155567,6.807892006,63.58483597,0.479369913,1.055587425,2.202031031,5.065735797,46.60784157,0.149871861,0.568461316,3.792982292,10.33191316,139.7553221,0.144335242,0.566939211,3.927933346,10.55181797,144.9221221,0.256474671,0.709858064,2.767751147,8.086878392,107.075449,0.223160209,0.64933246,2.909714342,8.529219412,117.4501583,0.188824896,2.507416941,0.250741694,3.675506453,0.081677921,1.153399627,0.500915093,1.571439245,0.566776901,0.166209808,0.533845997,0.02282148,2.506336762,2.508492287,0.250633676,0.250849229,3.593078848,3.767504097,0.079846197,0.083722313,1.152978579,1.153817506,0.415849119,0.416151698,1.555863864,1.587704295,0.675703091,0.689531214,0.165239936,0.167285771,0.545776105,0.552841456,0.024307537,0.021336808,1841.093323,40.13950369,45.86736641,0.466701133,0.104179867,0.028304472,0.271688504,0.274105473,0.0470323,0.171584682,7.409322195,1.058669578,0.142883458,17.0179579,13.9433132,0.819329398,5.355978028,2.92177624,0.545516846,0.104453036,0.0281958,0.269937587,0.104430088,0.028202123,0.270057449,0.274762722,0.046212937,0.168192166,0.274716711,0.046249462,0.16835329,7.423490036,1.031386325,0.138935503,7.422722491,1.031993852,0.139031717,17.01935702,13.9440396,0.819304724,17.01656433,13.94258948,0.819353967,5.356203821,2.921724112,0.545484117,5.35575313,2.921828142,0.545549444,0.169033646,0.072566703,0.429303302,0.185742917,0.151853127,0.817544647,0.164948692,0.191717405,1.162285091,6.861575031,3.004848079,0.437923956,3.396966453,3.044154348,0.896139067,0.169796021,0.071931866,0.423636934,0.168165936,0.073272267,0.435714088,0.181989193,0.149404896,0.820954769,0.190015285,0.154474111,0.812956235,0.160519717,0.18871759,1.175666106,0.169989609,0.194945019,1.146805505,6.892731,2.981359396,0.43253674,6.826114306,3.030945048,0.444022018,3.3317194,3.00246164,0.901174823,3.471228557,3.089135262,0.88992563,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_25_NF_N_RAW_AOB,animals_on_background,NF,N,colour_defence_2024
0.308147089,0.922603608,2.994036425,7.045960272,68.45951548,0.385044007,0.819006675,2.127046934,4.435985483,35.71575421,0.159378011,0.617742625,3.875958921,10.76991343,152.2092026,0.152240361,0.596500053,3.918146595,10.85873586,156.2388586,0.202916423,0.528788005,2.60593991,6.993769853,81.0894593,0.182785925,0.50653995,2.771219661,7.501945665,90.23646336,0.211129755,4.022534678,0.268168979,8.857831919,0.084360304,1.719876655,0.635097774,2.720979718,0.727988291,0.176264641,0.681543033,0.031101555,4.015703484,4.029340768,0.267713566,0.268622718,9.196332163,8.432954519,0.087584116,0.080313853,1.718852993,1.7208882,0.459872907,0.466507031,2.726820031,2.703843787,1.006931123,0.9984467,0.177648841,0.174468285,0.733402015,0.732476865,0.032614774,0.029589272,972.7615123,29.66095115,32.79603231,0.474902077,0.110578051,0.031387908,0.283852967,0.297253138,0.081538728,0.274307374,7.812276205,1.983085966,0.253842275,13.50537808,9.652614508,0.714723753,7.728533226,4.205245763,0.544119517,0.11083479,0.031254718,0.281993748,0.110757856,0.031264617,0.282279005,0.298604392,0.081095013,0.271580109,0.298398487,0.081106531,0.271806105,7.845191506,1.970132284,0.251126092,7.841263932,1.969490756,0.251170063,13.50959088,9.655397236,0.714706857,13.50118102,9.649839414,0.714740392,7.730536155,4.205853019,0.544057092,7.726537777,4.204639671,0.544181597,0.125363666,0.07012002,0.559332882,0.19479903,0.132907292,0.682279023,0.192597425,0.1379786,0.716409369,5.068697591,2.87963629,0.568121542,3.91948859,2.884356916,0.735901343,0.127735778,0.069530815,0.544333122,0.122750623,0.070712173,0.576063657,0.193422659,0.131945529,0.682161696,0.196315198,0.134023725,0.682696635,0.190682427,0.136964946,0.718288245,0.194706926,0.139140258,0.71461381,5.164715238,2.854654281,0.552722493,4.962927618,2.90491593,0.58532305,3.894637976,2.883465121,0.740367947,3.946863233,2.886845981,0.731427924,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_24_NF_D_RAW_AOB,animals_on_background,NF,D,colour_defence_2024
0.370220175,1.164779576,3.146180717,5.733455718,44.59190778,0.519499542,1.166620515,2.24566226,4.185377097,32.55879103,0.203263756,0.845306743,4.15866931,8.428614701,89.00806625,0.170188799,0.70418735,4.137683302,9.496689327,117.249302,0.294581606,0.822585339,2.792385275,6.459131748,68.59004743,0.225730355,0.679914616,3.012065502,7.686758027,92.93867045,0.221654551,2.243947704,0.320563958,3.403078374,0.162051351,0.976908792,0.502031809,1.552382367,0.674191096,0.241307654,0.588111452,0.025126276,2.240177875,2.247677636,0.320025411,0.321096805,3.419283076,3.378977013,0.162823004,0.160903667,0.974511875,0.979267754,0.42322513,0.425290582,1.55713193,1.543795354,0.800207518,0.793353873,0.241424207,0.241000236,0.611716324,0.609322228,0.028266883,0.022003332,1527.981222,34.37708831,44.4476626,0.436120481,0.131557588,0.022164827,0.168480037,0.30760256,0.076405163,0.24838923,7.834419538,2.025017753,0.258477063,10.46887143,6.635298855,0.63381224,6.62252079,3.104206449,0.468734874,0.131835103,0.021957277,0.166551066,0.131757113,0.022016633,0.167100145,0.308791544,0.074301016,0.240618686,0.308533314,0.074790623,0.24240696,7.863021328,1.974824825,0.251153436,7.856987402,1.986417214,0.252821738,10.47209125,6.635817955,0.633666934,10.46569022,6.634784149,0.633955717,6.622830986,3.104159692,0.46870586,6.622214314,3.104252609,0.468763538,0.139523061,0.084551255,0.606002007,0.352955051,0.280642835,0.795123442,0.359332618,0.280133961,0.779595136,5.662710535,3.517225267,0.621120441,5.057071207,3.209999152,0.634754588,0.138781081,0.084948877,0.612107043,0.140470895,0.084029992,0.598202152,0.354355733,0.28143582,0.794218335,0.351165764,0.279615233,0.796248555,0.360839619,0.281015798,0.778783102,0.357407515,0.278990258,0.780594267,5.632471487,3.531904599,0.627061248,5.701339076,3.497961234,0.613533275,5.081779331,3.232972483,0.636189073,5.025508086,3.180100476,0.632791834,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_23_NF_D_RAW_AOB,animals_on_background,NF,D,colour_defence_2024
0.338595109,0.986693616,2.914081123,7.054890435,67.48047112,0.449982104,0.901666388,2.003782771,4.67335118,42.15695013,0.174680218,0.606305785,3.470947041,10.56429867,148.1679488,0.168397351,0.67016006,3.97963541,10.95270517,152.8302625,0.247252055,0.564554866,2.28331718,6.65823825,81.83167189,0.203218177,0.555405591,2.733050753,8.900538106,130.3374009,0.138136482,2.144312905,0.194937537,3.165371779,0.057552214,1.014497633,0.423078374,1.847118617,0.589099673,0.126244875,0.506089023,0.021664267,2.139806676,2.148791042,0.19452788,0.19534464,2.988813754,3.375902146,0.054342068,0.061380039,1.012050499,1.016896455,0.322772242,0.324317758,1.780425682,1.907668744,0.74249518,0.795559658,0.124434974,0.12836234,0.532633711,0.559938708,0.023508381,0.019824493,2053.749946,41.53802075,49.44265299,0.456558729,0.10032461,0.024323686,0.242449842,0.399088309,0.089238864,0.223606812,10.74224984,2.16060212,0.201131248,12.27476451,8.556008666,0.697040555,8.789339061,4.094671152,0.465867925,0.100789143,0.024071032,0.238825645,0.100633012,0.024204428,0.240521749,0.400948492,0.087601274,0.218485108,0.400601648,0.087731579,0.218999547,10.78563271,2.115348211,0.196126483,10.77845366,2.117588804,0.196464991,12.2775805,8.557890849,0.697033984,12.27196571,8.554136551,0.697046973,8.793409332,4.094645328,0.465649349,8.785293632,4.094692409,0.466084866,0.195061775,0.074393937,0.381386547,0.247607911,0.19014981,0.767947232,0.223703614,0.200431473,0.895968864,7.945886491,3.093960033,0.389378836,5.31559296,3.111467613,0.58534723,0.19914406,0.07314689,0.36730641,0.190232293,0.075545543,0.397122603,0.236414416,0.18374309,0.777207637,0.260850197,0.196602463,0.753698731,0.211232074,0.194269016,0.919694687,0.23845787,0.206471167,0.86586015,8.114662024,3.040438794,0.374684588,7.746219284,3.143897794,0.405862225,5.072678931,2.922115627,0.576049789,5.602968535,3.297498081,0.588526968,animal,2cm,Ceratosoma brevicaudatum,15_CeratosomaBrevicaudatum_22_NF_D_RAW_AOB,animals_on_background,NF,D,colour_defence_2024
