species,pal,tox,distance,database,individual,col_mean,col_sd,col_cov,col_skew,col_kurtosis,lum_mean,lum_sd,lum_cov,lum_skew,lum_kurtosis,col_mean_hrz,col_sd_hrz,col_cov_hrz,col_skew_hrz,col_kurtosis_hrz,col_mean_vrt,col_sd_vrt,col_cov_vrt,col_skew_vrt,col_kurtosis_vrt,lum_mean_hrz,lum_sd_hrz,lum_cov_hrz,lum_skew_hrz,lum_kurtosis_hrz,lum_mean_vrt,lum_sd_vrt,lum_cov_vrt,lum_skew_vrt,lum_kurtosis_vrt,caa_sc,caa_jc,caa_st,caa_jt,caa_hc,caa_qc,caa_ht,caa_qt,caa_scpl,caa_qcpl,caa_c,caa_sc_hrz,caa_sc_vrt,caa_jc_hrz,caa_jc_vrt,caa_st_hrz,caa_st_vrt,caa_jt_hrz,caa_jt_vrt,caa_hc_hrz,caa_hc_vrt,caa_qc_hrz,caa_qc_vrt,caa_ht_hrz,caa_ht_vrt,caa_qt_hrz,caa_qt_vrt,caa_scpl_hrz,caa_scpl_vrt,caa_qcpl_hrz,caa_qcpl_vrt,caa_c_hrz,caa_c_vrt,caa_pt,caa_pt_hrz,caa_pt_vrt,caa_asp,vca_ml,vca_sl,vca_cvl,vca_mdmax,vca_sdmax,vca_cvdmax,vca_mssat,vca_sssat,vca_cvssat,vca_msl,vca_ssl,vca_cvsl,vca_ms,vca_ss,vca_cvs,vca_ml_hrz,vca_sl_hrz,vca_cvl_hrz,vca_ml_vrt,vca_sl_vrt,vca_cvl_vrt,vca_mdmax_hrz,vca_sdmax_hrz,vca_cvdmax_hrz,vca_mdmax_vrt,vca_sdmax_vrt,vca_cvdmax_vrt,vca_mssat_hrz,vca_sssat_hrz,vca_cvssat_hrz,vca_mssat_vrt,vca_sssat_vrt,vca_cvssat_vrt,vca_msl_hrz,vca_ssl_hrz,vca_cvsl_hrz,vca_msl_vrt,vca_ssl_vrt,vca_cvsl_vrt,vca_ms_hrz,vca_ss_hrz,vca_cvs_hrz,vca_ms_vrt,vca_ss_vrt,vca_cvs_vrt,bsa_bml,bsa_bsl,bsa_bcvl,bsa_bmdmax,bsa_bsdmax,bsa_bcvdmax,bsa_bmssat,bsa_bsssat,bsa_bcvssat,bsa_bmsl,bsa_bssl,bsa_bcvsl,bsa_bms,bsa_bss,bsa_bcvs,bsa_bml_hrz,bsa_bsl_hrz,bsa_bcvl_hrz,bsa_bml_vrt,bsa_bsl_vrt,bsa_bcvl_vrt,bsa_bmdmax_hrz,bsa_bsdmax_hrz,bsa_bcvdmax_hrz,bsa_bmdmax_vrt,bsa_bsdmax_vrt,bsa_bcvdmax_vrt,bsa_bmssat_hrz,bsa_bsssat_hrz,bsa_bcvssat_hrz,bsa_bmssat_vrt,bsa_bsssat_vrt,bsa_bcvssat_vrt,bsa_bmsl_hrz,bsa_bssl_hrz,bsa_bcvsl_hrz,bsa_bmsl_vrt,bsa_bssl_vrt,bsa_bcvsl_vrt,bsa_bms_hrz,bsa_bss_hrz,bsa_bcvs_hrz,bsa_bms_vrt,bsa_bss_vrt,bsa_bcvs_vrt,source_dataset
Chromodoris kuiteri,high.yes,yes,2cm,animals_on_background,25_ChromodorisKuiteri_28_MG_D_RAW,0.297720319,0.591886187,1.988061107,1.820550869,9.239382932,1.236046261,2.524235218,2.042185068,2.403313366,15.14812499,0.154702892,0.376761316,2.435386376,3.675655876,27.96982875,0.148278912,0.352482787,2.377160593,3.402714758,23.28274492,0.638194639,1.625513697,2.547050066,4.547773985,41.07769926,0.600200976,1.489852662,2.482256314,4.391053128,40.24471011,4.831841038,0.60398013,4.880058821,0.174287815,1.608102509,0.773333838,1.755310402,0.596144262,0.389133972,0.68473905,0.0516953,4.83172769,4.831952983,0.603965961,0.603994123,4.933489822,4.823556794,0.176196065,0.172269886,1.608072704,1.608132055,0.546138913,0.556375508,1.770329366,1.738620573,0.851348466,0.83609976,0.390081013,0.388132004,0.69874369,0.696237634,0.053168064,0.050223042,336.7756368,17.80828307,18.91117945,0.484982128,0.048520955,0.033615514,0.692804048,0.095739771,0.062029967,0.64790177,2.624774984,1.686981879,0.642714857,20.48282034,13.59418058,0.663686951,3.059701947,1.312181584,0.428859283,0.048698812,0.033823,0.694534387,0.048707634,0.033823707,0.694423112,0.095681018,0.062462044,0.652815424,0.095711,0.062449961,0.652484675,2.621936436,1.696719736,0.647124665,2.622797772,1.696382971,0.646783747,20.48394515,13.59504395,0.663692655,20.48169941,13.59332003,0.663681258,3.059661303,1.312208834,0.428873886,3.059742452,1.312154427,0.42884473,0.249632748,0.078543799,0.314637402,0.357773908,0.308897788,0.86338825,0.368386325,0.315000758,0.855082657,10.29640692,3.660487342,0.355511138,2.203302995,0.70220258,0.3187045,0.251230634,0.080969906,0.322293126,0.247941745,0.075970532,0.306404765,0.358431191,0.309816371,0.864367776,0.357078322,0.308397367,0.863668691,0.368878663,0.315976364,0.856586177,0.367865297,0.314449746,0.854795897,10.3725405,3.791779915,0.365559423,10.21583668,3.519748863,0.344538482,2.213909726,0.710974679,0.321139869,2.192078159,0.693682947,0.316449915,habitat_background_2024
Chromodoris kuiteri,high.yes,yes,2cm,animals_on_background,25_ChromodorisKuiteri_15_MG_D_RAW,0.302751252,1.012681184,3.344928143,12.91900021,257.5654142,1.434139988,3.080396981,2.147905369,5.948297357,61.14545073,0.161964793,0.706371541,4.361265988,17.82497779,471.059916,0.143792422,0.559149127,3.888585507,17.67740241,567.0753637,0.763169455,2.293165748,3.004792359,9.695360367,142.814095,0.673629785,1.756164653,2.607017522,7.537759443,97.57751879,2.507953973,0.078373562,4.862614923,0.009803659,1.369588925,0.39517983,2.284038856,0.443219409,0.04408861,0.41919962,0.040488844,2.503928332,2.511970787,0.07824776,0.078499087,5.209917435,4.508093925,0.010503866,0.009088899,1.365521712,1.37357262,0.266497133,0.273052295,2.37740173,2.162304496,0.685973137,0.623909195,0.044375813,0.043793993,0.476235135,0.448480745,0.042415718,0.038562049,562.8742091,22.57616589,24.93223216,0.475203686,0.027055291,0.025080753,0.927018416,0.060297976,0.091104464,1.510904173,1.818352909,3.396745142,1.868034046,23.06393285,14.32068516,0.620912541,17.41084836,16.43565177,0.94398914,0.026722797,0.024781898,0.927369159,0.026840021,0.025101683,0.93523335,0.057705831,0.084142307,1.458124883,0.058101584,0.085684973,1.474744178,1.731519824,3.115079583,1.799043556,1.744313708,3.162091866,1.812799986,23.06504039,14.31956511,0.620834166,23.06282979,14.3218005,0.6209906,17.40900152,16.43650764,0.944138446,17.41268772,16.43479912,0.943840456,0.320434506,0.127388567,0.397549465,0.592860313,0.316965515,0.534637769,0.588857693,0.311661544,0.529264621,13.65051814,6.472060857,0.474125655,3.017546299,3.093641523,1.025217583,0.327092414,0.135976985,0.415714272,0.313111547,0.116837204,0.373148818,0.595516879,0.317356239,0.53290889,0.589938386,0.316659938,0.536767815,0.591646863,0.312070449,0.527460667,0.585789916,0.311330243,0.531470813,14.03141079,7.086079275,0.505015453,13.23157848,5.694578578,0.430377871,3.102175779,3.352611426,1.080729032,2.924463263,2.779541633,0.95044505,habitat_background_2024
Chromodoris kuiteri,high.yes,yes,2cm,animals_on_background,25_ChromodorisKuiteri_31_MG_D_RAW,0.24173668,0.434105851,1.795779817,1.937412178,9.578383187,0.814525917,1.559872547,1.915068036,2.477226965,14.67758268,0.123737921,0.281580744,2.275622075,3.634080556,24.73954266,0.122787729,0.277033115,2.256195455,3.549251795,23.75314306,0.409380421,1.005225258,2.455479566,4.388744904,36.55795428,0.407159312,0.996418651,2.447245149,4.291258336,34.58076554,1.928518776,0.192851878,2.09855711,0.046634602,0.903657707,0.392453556,0.945853836,0.358405945,0.11974324,0.37542975,0.035683392,1.927973499,1.929063434,0.19279735,0.192906343,2.120865654,2.076078333,0.047130348,0.046135074,0.903266527,0.904047003,0.342268626,0.342564367,0.957354113,0.933552825,0.415773608,0.40543684,0.119963849,0.119520709,0.379021117,0.374000603,0.035815238,0.035551617,730.3180989,26.92107687,27.12811611,0.498084715,0.048885328,0.011943569,0.244318062,0.134907493,0.025305703,0.18757819,3.93503807,0.696608392,0.177027104,12.64539933,9.63036635,0.761570758,4.5730948,2.822629152,0.617225156,0.048868096,0.011782975,0.241117949,0.048852225,0.01178157,0.241167517,0.135182459,0.025043664,0.185258241,0.135152538,0.025086158,0.185613668,3.940895726,0.689195547,0.174882969,3.940029763,0.690442722,0.175237946,12.64469883,9.629277943,0.761526872,12.64609926,9.631453701,0.76161459,4.573004569,2.822695689,0.617251885,4.573184958,2.822562663,0.617198449,0.182066365,0.040168046,0.220623099,0.135130298,0.158685414,1.174314094,0.102805791,0.174940766,1.701662571,7.381168559,1.745745949,0.236513492,1.768796802,0.457629713,0.258723734,0.182591578,0.041174137,0.225498556,0.181537539,0.039121234,0.215499418,0.137605883,0.161539471,1.173928524,0.132637684,0.155716078,1.173995756,0.10546088,0.178039267,1.688201995,0.100132437,0.171719824,1.714927049,7.403751237,1.789355369,0.241682265,7.358430532,1.700380813,0.231079278,1.776078698,0.466440124,0.262623568,1.761464813,0.448455262,0.254592234,habitat_background_2024
Chromodoris kuiteri,high.yes,yes,2cm,animals_on_background,25_ChromodorisKuiteri_25_OI_D_RAW,0.174585207,0.456733634,2.616107296,3.311528323,19.43017431,0.956832206,1.907390195,1.993442721,2.33790234,14.79931998,0.089629826,0.294674802,3.287686871,5.500741606,48.32272811,0.086356069,0.281769663,3.26288201,5.508322904,47.32099171,0.48764296,1.216192781,2.494023045,4.254805214,37.51309089,0.47133035,1.170812878,2.484060017,4.343784434,39.68996637,2.996882868,0.374610359,2.508630383,0.089593942,1.20692014,0.5804059,1.143444768,0.388340453,0.23210215,0.484373177,0.043762689,2.996418868,2.997345793,0.374552358,0.374668224,2.524758636,2.491781878,0.090169951,0.08899221,1.206782407,1.207057349,0.40985139,0.417613183,1.149925721,1.13622048,0.552997378,0.546406551,0.232361155,0.231830217,0.481424384,0.482009867,0.044609371,0.042916264,477.6204418,21.4168145,22.30118965,0.489885458,0.022492708,0.010091816,0.448670552,0.035841602,0.052790748,1.472890312,1.030605246,1.507388527,1.462624543,21.35353828,12.42109833,0.581688064,3.665853195,2.569118533,0.700824173,0.022414709,0.010049385,0.44833887,0.022415817,0.010046941,0.448207675,0.03558213,0.052711928,1.481415735,0.03559521,0.052718838,1.481065499,1.023055736,1.505020677,1.471103308,1.023452229,1.505296525,1.470802918,21.35365818,12.42084327,0.581672853,21.35341862,12.42135286,0.581703243,3.665858484,2.569191822,0.700843154,3.665847916,2.569045394,0.70080523,0.217452932,0.053075441,0.244077836,0.77094704,0.148963376,0.193221283,0.767495344,0.145792901,0.189959329,8.87451317,2.365273864,0.266524351,1.645152326,1.277271881,0.776385178,0.217797086,0.053441807,0.245374297,0.217095309,0.052771024,0.243077682,0.771338691,0.148831587,0.192952316,0.770540062,0.149329674,0.193798715,0.767911047,0.145551709,0.189542408,0.767063371,0.146267682,0.190685265,8.889242127,2.377869669,0.267499708,8.859207783,2.355648572,0.265898332,1.654449132,1.281434154,0.774538261,1.635491681,1.274825201,0.779475197,habitat_background_2024
Chromodoris lochi,medium.yes,yes,2cm,animals_on_background,27_ChromodorisLochi_12_MG_D_RAW,0.267450787,0.540717395,2.021745385,3.106802749,16.7504218,1.142613452,2.145883099,1.878048167,3.711741714,27.00775206,0.134915428,0.345611686,2.561691364,5.006557449,39.18490752,0.136472627,0.350169041,2.565855509,5.022275048,39.40387614,0.567623147,1.382155853,2.434988533,5.943330218,62.29892231,0.577266878,1.407564992,2.438326268,5.96852632,62.44973216,4.691885749,0.312792383,7.269753795,0.06923575,1.799709264,0.664577512,2.497194221,0.612427048,0.191014067,0.63850228,0.050701458,4.692419107,4.691351723,0.31282794,0.312756782,7.263205141,7.27587381,0.069173382,0.069294036,1.799839749,1.799578272,0.445168668,0.44319752,2.494420044,2.499347703,0.921112926,0.922932559,0.191000661,0.191025409,0.683140797,0.68306504,0.050239428,0.051163332,350.5920679,18.9046852,18.5452476,0.504798908,0.032136845,0.023026608,0.716517398,0.073866648,0.069004345,0.934174577,1.975033855,1.807154248,0.914999124,24.37177944,15.12215116,0.620477926,3.919867604,2.093736245,0.534134429,0.031829396,0.02292405,0.72021629,0.031820876,0.02292356,0.720393758,0.072796807,0.068962788,0.94733259,0.072804428,0.068980452,0.947476051,1.94504903,1.806195941,0.928612037,1.945141004,1.8064784,0.928713341,24.37116817,15.12229443,0.620499367,24.37239111,15.12200778,0.620456471,3.919816905,2.093665985,0.534123413,3.919918336,2.093806547,0.534145451,0.230446865,0.084981025,0.368766242,0.474151716,0.320855913,0.676694616,0.480084223,0.32933377,0.685991653,9.481181811,3.803025772,0.401113052,2.230826063,1.209757112,0.542291097,0.23008339,0.084980969,0.369348561,0.230803657,0.085017407,0.368353814,0.474177707,0.320584439,0.676085008,0.474126202,0.321264938,0.677593722,0.480029672,0.329133283,0.685651955,0.480137772,0.329677041,0.686630089,9.465612539,3.802455139,0.401712528,9.496464795,3.805216932,0.400698261,2.230304335,1.209432852,0.542272565,2.231338198,1.210613911,0.542550615,habitat_background_2024
Chromodoris lochi,medium.yes,yes,2cm,animals_on_background,27_ChromodorisLochi_11_MG_D_RAW,0.291140371,0.535643975,1.839813465,3.38961784,18.42366159,1.102451316,1.900909259,1.724256873,3.545654652,22.04442547,0.145428242,0.346186065,2.380459675,5.235322643,41.02583122,0.149680383,0.361424116,2.414639165,5.12201089,38.49286808,0.54308392,1.220623203,2.247577508,5.24158971,43.68154775,0.562048833,1.29486408,2.303828429,5.428216632,47.8710032,2.383215621,0.238321562,2.310086368,0.051335253,1.113605405,0.483632683,1.204696169,0.379067264,0.144828407,0.431349973,0.034262585,2.383689356,2.382741194,0.238368936,0.238274119,2.31709002,2.303279217,0.051490889,0.051183983,1.113713132,1.11349732,0.360303409,0.355126574,1.202583519,1.205958165,0.522275386,0.523740976,0.144929912,0.144729051,0.441289397,0.439433775,0.033659125,0.03486594,794.7193634,28.70962567,27.68128615,0.509117954,0.034393869,0.017667962,0.513695093,0.086781734,0.06107954,0.703829444,2.459917372,1.728275473,0.702574604,17.92212548,10.25426677,0.572156845,4.874283179,2.668396521,0.547443885,0.03444774,0.017580107,0.510341383,0.034457799,0.017599379,0.510751681,0.08736136,0.060887624,0.696962871,0.0873915,0.060871614,0.696539305,2.476614488,1.723080667,0.695740365,2.47744766,1.722612193,0.69531729,17.92313163,10.25461802,0.572144323,17.92111826,10.25391502,0.572169374,4.874264024,2.668535681,0.547474586,4.874302354,2.668257204,0.54741315,0.278363663,0.056287886,0.202209889,0.692797169,0.246883924,0.356358159,0.693110072,0.240171703,0.346513076,11.48171946,2.533508504,0.220655845,2.589828413,1.214996635,0.469141751,0.278350833,0.05605927,0.201397889,0.278376048,0.056667244,0.203563648,0.692830266,0.248126292,0.358134314,0.692765223,0.246389358,0.355660692,0.693218085,0.24122493,0.347978414,0.693005815,0.23984115,0.346088222,11.48028085,2.517883234,0.219322442,11.48310803,2.555656237,0.222557885,2.581366285,1.216760511,0.471362983,2.597996226,1.216709366,0.468326072,habitat_background_2024
Chromodoris lochi,medium.yes,yes,2cm,animals_on_background,27_ChromodorisLochi_13_MG_D_RAW,0.293708436,0.511320811,1.74091292,2.21506293,10.26962678,1.106640009,2.028843953,1.833336891,2.782318204,15.77612588,0.147371116,0.328257013,2.227417572,3.893081031,25.26652293,0.151079199,0.335855433,2.223042181,3.854783211,24.95945325,0.542686534,1.277977354,2.354908909,4.584544794,36.14949165,0.566577321,1.350269002,2.383203407,4.683272838,37.31901136,3.848739558,0.384873956,3.750370632,0.08334157,1.45401597,0.631471112,1.499510268,0.509268584,0.234107763,0.570369848,0.046406489,3.848610198,3.848868193,0.38486102,0.384886819,3.72984234,3.769175535,0.082885385,0.083759456,1.453939353,1.454092507,0.49379164,0.493843655,1.4957467,1.502738381,0.649594538,0.652630986,0.233873203,0.234323138,0.571693089,0.573237321,0.045492166,0.047320728,422.4138842,20.98180685,20.13238837,0.51032999,0.050040963,0.03775129,0.754407757,0.105299658,0.048392788,0.45957213,2.834240518,1.35810332,0.479177159,18.43645795,14.0631499,0.762790225,5.806460292,3.4178617,0.588630857,0.050044859,0.037683452,0.752993468,0.050034118,0.037686359,0.753213227,0.104890504,0.048439645,0.461811539,0.104869637,0.048485553,0.462341194,2.825650788,1.361381371,0.481793921,2.825019968,1.362601335,0.482333347,18.43483624,14.06237794,0.762815452,18.43808262,14.06392301,0.762764942,5.806230967,3.417741512,0.588633406,5.806690036,3.417982086,0.5886283,0.248827449,0.063923808,0.256900147,0.252759822,0.270833851,1.071506733,0.251809338,0.28597031,1.135662052,10.21994534,2.844034691,0.278282769,2.457547236,0.520110506,0.211638051,0.248052675,0.063439533,0.255750248,0.249572215,0.064376616,0.25794785,0.254316512,0.271312312,1.066829323,0.251263422,0.270364203,1.076018949,0.253264122,0.286380317,1.130757546,0.250410899,0.285568253,1.140398659,10.18576538,2.818795309,0.276738684,10.2528015,2.867681845,0.279697392,2.456666059,0.51913749,0.211317891,2.458394284,0.521042642,0.211944294,habitat_background_2024
Chromodoris lochi,medium.yes,yes,2cm,animals_on_background,27_ChromodorisLochi_14_MG_D_RAW,0.320052743,0.594340896,1.857009221,1.54622203,6.884093162,1.274754119,2.499481769,1.960755986,2.033040473,10.54171677,0.162386092,0.372931838,2.296574994,3.177520333,19.8053849,0.163273974,0.372970675,2.284324105,3.126084592,19.10091814,0.636974338,1.568236915,2.462009568,3.918572076,29.20427654,0.640677668,1.56229735,2.43850758,3.788446201,27.37418088,3.26628099,0.46661157,3.804592061,0.181171051,1.433936933,0.736897813,1.629114102,0.601581943,0.32389131,0.669239878,0.051082461,3.265505359,3.267056403,0.466500766,0.466722343,3.817554233,3.790937075,0.181788297,0.180520813,1.433789812,1.434083718,0.529454665,0.529563196,1.633480537,1.624263191,0.83944294,0.834706161,0.324144531,0.323621578,0.684448803,0.682134679,0.050885526,0.051279332,345.0804274,18.6519537,18.50103388,0.502031059,0.051352253,0.023285983,0.453455921,0.112668,0.038192984,0.338986974,3.13600598,1.116907929,0.356156186,17.61658871,10.45196439,0.593302402,2.921956934,1.08101567,0.369962903,0.051473485,0.023149093,0.449728493,0.051469494,0.023164044,0.450053854,0.112926012,0.03796738,0.336214659,0.112904697,0.037999302,0.336560863,3.144118886,1.11069319,0.353260557,3.143563341,1.111560828,0.353598992,17.61563254,10.4511431,0.593287983,17.61754497,10.4527856,0.593316811,2.921957459,1.080972917,0.369948205,2.921956409,1.081058425,0.369977602,0.240261143,0.061360743,0.255391872,0.21450066,0.26884986,1.253375442,0.235947819,0.26252503,1.112640206,9.851801148,2.759181329,0.280068719,2.189081862,0.570444986,0.260586411,0.240621243,0.062051694,0.257881198,0.239903922,0.060665281,0.252873235,0.21730636,0.27089852,1.246620303,0.211717403,0.266770809,1.260032499,0.238456313,0.26470797,1.110090004,0.233459391,0.26031588,1.11503709,9.868610706,2.795245573,0.283246108,9.835126049,2.722823807,0.276846864,2.189768382,0.570807149,0.260670103,2.188400833,0.570084618,0.260502833,habitat_background_2024
Dendrodoris krusensterni,no.no,no,2cm,animals_on_background,36_Dendrodorisgunnamatta_1_NF_D_RAW,0.154097242,0.283549225,1.840066842,3.600423912,22.46977302,0.53835274,0.972334718,1.806129412,4.876066287,50.56116993,0.077899792,0.187976706,2.413057865,5.53198684,50.81190242,0.078428639,0.188178112,2.399354548,5.415103727,46.35547571,0.268645958,0.648005543,2.412117226,7.310412214,109.6195302,0.271056277,0.648063146,2.390880423,7.035478844,97.00223076,2.085783622,0.417156724,1.897293189,0.189729319,0.904373681,0.561918962,0.730810281,0.407872984,0.303443022,0.484895973,0.016508038,2.086323568,2.085243469,0.417264714,0.417048694,1.895821244,1.898678161,0.189582124,0.189867816,0.904535183,0.904211978,0.562019309,0.504650314,0.733049423,0.728504611,0.455469216,0.452645365,0.303423419,0.303458255,0.508744262,0.478647839,0.016287507,0.016728569,3549.998754,60.39675082,58.77797573,0.506791604,0.039388333,0.014749414,0.374461496,0.073054773,0.040053746,0.548270074,2.026176472,1.172029328,0.578443854,15.81170157,12.01333956,0.759775252,3.263817399,1.54743455,0.474117992,0.039492457,0.014682612,0.371782686,0.039498548,0.014677978,0.371608044,0.073314131,0.04001964,0.545865302,0.073332303,0.040014274,0.545656858,2.034641773,1.170753545,0.575410159,2.03519652,1.170599114,0.575177435,15.81241332,12.01388763,0.759775714,15.81098951,12.01279116,0.759774785,3.263852827,1.547601989,0.474164146,3.263781954,1.547267017,0.474071809,0.251397202,0.058369065,0.232178658,0.53883884,0.333489563,0.618904093,0.58455687,0.298743076,0.511059045,10.3158529,2.611032991,0.253108785,1.856927584,0.576496652,0.310457261,0.251680076,0.059762248,0.237453233,0.251121785,0.058186066,0.231704575,0.537626256,0.339915221,0.632251899,0.540019456,0.333914296,0.618337528,0.58344531,0.304562884,0.522007596,0.585639127,0.299062772,0.510660505,10.32832743,2.675231079,0.25901881,10.30370724,2.601046046,0.252437883,1.860817002,0.595369375,0.319950524,1.853140702,0.569723663,0.307436808,habitat_background_2024
Dendrodoris krusensterni,no.no,no,2cm,animals_on_background,35_DendrodorisKrusensterni_1_NP_D_RAW,0.190477903,0.348608923,1.830180391,2.558540242,13.95054252,0.724314168,1.395554703,1.926725673,3.136787285,23.01871202,0.096695526,0.222819788,2.304344342,4.381313264,33.60510161,0.097553753,0.225528477,2.31183803,4.378122282,33.48171588,0.360043787,0.890950227,2.474560757,5.134154404,49.81481022,0.365906849,0.909983656,2.48692709,5.395041194,58.94408517,2.01029262,0.28718466,4.389423026,0.209020144,1.056333958,0.54284827,1.754051864,0.664650913,0.248102402,0.603749592,0.023740724,2.010370246,2.010214798,0.287195749,0.287173543,4.3708145,4.406771877,0.208134024,0.20984628,1.056470593,1.05619701,0.400321198,0.400217532,1.745702675,1.76178198,0.897113711,0.905376839,0.247664887,0.248509911,0.648717455,0.652797185,0.023449102,0.024032297,1691.25393,41.6455557,40.61067026,0.506290621,0.070102933,0.022266512,0.31762597,0.116333128,0.036178453,0.310990113,3.39548708,0.966718077,0.284706746,15.23537958,11.03274016,0.724152628,3.195441301,1.291027607,0.404021694,0.070359588,0.022078666,0.313797538,0.070348333,0.022075826,0.313807377,0.116071592,0.035942526,0.309658249,0.116056942,0.035917393,0.309480782,3.388802062,0.959531559,0.283147715,3.388294747,0.958899825,0.283003663,15.2351995,11.03297937,0.724176888,15.23555975,11.03250084,0.724128356,3.195451562,1.29092393,0.403987951,3.195431036,1.29113132,0.404055448,0.223046722,0.106258077,0.476393806,0.115718455,0.132642134,1.146248745,0.113508017,0.118353438,1.042687921,9.182795973,4.544763096,0.494921493,2.459175389,0.819572854,0.333271412,0.222740543,0.106144994,0.476540969,0.223345421,0.106367367,0.476246014,0.115160236,0.13266855,1.152034368,0.116263037,0.132613921,1.140636985,0.113163219,0.118148983,1.044058164,0.113844391,0.118551518,1.041347026,9.169042102,4.534722625,0.494568852,9.19621384,4.554493847,0.495257497,2.451592603,0.816478424,0.33304001,2.466572928,0.822507926,0.333461831,habitat_background_2024
Dendrodoris krusensterni,no.no,no,2cm,animals_on_background,35_DendrodorisKrusensterni_4_GS_D_RAW,0.085538412,0.132937707,1.554128774,2.869289632,22.37714709,0.416256479,0.707790605,1.700371381,2.79463771,18.52086361,0.04641954,0.095249686,2.051930867,4.634352958,47.30312072,0.041582904,0.080989736,1.947669047,4.278371018,40.80340784,0.222393373,0.504787879,2.269797309,4.524317076,40.3805044,0.194999658,0.428531071,2.197599083,4.302380307,35.75873578,1.064881781,0.354960594,1.031384617,0.343794872,0.140598928,0.12797866,0.09005951,0.081975698,0.349377733,0.104977179,0.00198619,1.064605965,1.065157434,0.354868655,0.355052478,1.030808804,1.032109477,0.343602935,0.344036492,0.140145862,0.14105106,0.127566261,0.128390208,0.088763937,0.091665172,0.080796417,0.083437236,0.349235795,0.349544485,0.104181339,0.105913722,0.002213897,0.001758569,255832.793,450.6922075,567.6441456,0.44257696,0.100673452,0.009795625,0.097300971,0.176623241,0.007986816,0.045219508,4.490776431,0.061771019,0.013755087,17.33255761,7.240302541,0.417728457,2.799347539,1.129367523,0.403439554,0.10072796,0.009616199,0.095467029,0.100716233,0.00965502,0.095863595,0.176667866,0.007830335,0.044322349,0.176658307,0.007863551,0.044512773,4.491079031,0.059685566,0.013289805,4.491015589,0.060077923,0.013377358,17.33330155,7.240349198,0.41771322,17.3318143,7.240255809,0.417743676,2.799404173,1.12940573,0.403445041,2.799290952,1.129329342,0.40343407,0.284211662,0.027869196,0.09805789,0.117668914,0.049339342,0.419306516,0.030880132,0.059028214,1.911527258,11.70068336,1.347300595,0.115147172,1.906364323,0.231853154,0.12162059,0.284120751,0.027270765,0.09598301,0.284326068,0.028603887,0.100602408,0.117559072,0.048707666,0.41432503,0.117807142,0.050122447,0.425461871,0.03076705,0.058457966,1.900018553,0.03102244,0.059737649,1.92562706,11.69628575,1.318367602,0.112716774,11.70621752,1.382821393,0.118127088,1.905762629,0.228022355,0.119648875,1.907121522,0.236582614,0.124052197,habitat_background_2024
Dendrodoris krusensterni,no.no,no,2cm,animals_on_background,35_DendrodorisKrusensterni_3_CI_D_RAW,0.255333267,0.543534767,2.128726798,3.236686996,17.54721025,1.138256075,2.054346894,1.804819618,2.952145946,17.59787035,0.128289359,0.35093542,2.73549904,5.19496037,40.80964785,0.129697873,0.355251577,2.739070188,5.096708982,38.54395988,0.568100861,1.330896561,2.342711746,4.872057109,41.71894586,0.57287263,1.35107746,2.358425571,4.758026778,38.68901069,3.081505361,0.342389485,3.060803936,0.085022332,1.301301173,0.592247687,1.406361599,0.448529483,0.213705908,0.520388585,0.040274541,3.081320179,3.081690554,0.342368909,0.342410062,3.052208866,3.069262086,0.08478358,0.08525728,1.30125304,1.301349047,0.415007316,0.421006527,1.403330467,1.408897981,0.63868322,0.641217104,0.213576244,0.213833671,0.526845268,0.531111815,0.040078319,0.040470725,567.8629685,23.9511462,23.70921891,0.502538034,0.028898391,0.016778938,0.580618425,0.078650821,0.080035846,1.017609792,2.264283778,2.301223273,1.016313987,20.8271356,10.92002974,0.524317407,4.568965781,2.762436235,0.60460865,0.02877196,0.016632388,0.578076306,0.028773636,0.016637335,0.578214573,0.078165661,0.079813741,1.021084455,0.078161426,0.07979787,1.020936715,2.25050881,2.295485561,1.019985147,2.250421349,2.295150224,1.019875778,20.82711861,10.91978969,0.524306309,20.82715259,10.92026984,0.524328508,4.569001329,2.762471618,0.604611691,4.568930225,2.762400843,0.604605609,0.284750034,0.051510164,0.180896076,0.638974323,0.323778239,0.50671557,0.639514704,0.326265376,0.510176505,11.75234305,2.32227458,0.197600986,2.544750808,1.541786795,0.605869459,0.284839301,0.051598677,0.181150132,0.284661648,0.05147542,0.180830191,0.638496426,0.323807763,0.507141073,0.639447498,0.324083247,0.506817602,0.639106035,0.326208456,0.510413669,0.639919335,0.32665883,0.510468761,11.75658378,2.330006727,0.198187396,11.74814424,2.316980212,0.197220954,2.542864302,1.535813942,0.603970075,2.54661867,1.549276861,0.608366254,habitat_background_2024
