species,image_id,status,attempts,point1_x,point1_y,point2_x,point2_y,animal_perimeter_original_px,mask_path,qc_path
Phyllidia ocellata,Phyllidia_ocellata_img06,accepted,1,520.1764370852833,262.33395139825575,1793.645692652639,1237.4475528041166,4581.1264362335205,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidia_ocellata/Phyllidia_ocellata_img06_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidia_ocellata/Phyllidia_ocellata_img06_manual_rescue_qc.png
Phyllidia varicosa,Phyllidia_varicosa_img04,accepted,1,645.9126087843625,681.5111495762396,109.99974490818778,860.148770868298,1574.337216258049,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidia_varicosa/Phyllidia_varicosa_img04_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidia_varicosa/Phyllidia_varicosa_img04_manual_rescue_qc.png
Phyllidia varicosa,Phyllidia_varicosa_img08,accepted,1,301.07436586577506,492.9460926389904,680.6894868110916,470.5087771837561,1193.8031649589539,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidia_varicosa/Phyllidia_varicosa_img08_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidia_varicosa/Phyllidia_varicosa_img08_manual_rescue_qc.png
Phyllidia varicosa,Phyllidia_varicosa_img09,accepted,1,443.76828175124194,732.9111620269548,847.6399599454604,869.9607104832512,1270.8569884300232,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidia_varicosa/Phyllidia_varicosa_img09_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidia_varicosa/Phyllidia_varicosa_img09_manual_rescue_qc.png
Phyllidiella pustulosa,Phyllidiella_pustulosa_img01,accepted,1,784.5729110983152,1148.9111188456243,1303.6632362248183,574.0307120466467,2563.3779705762863,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidiella_pustulosa/Phyllidiella_pustulosa_img01_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidiella_pustulosa/Phyllidiella_pustulosa_img01_manual_rescue_qc.png
Phyllidiella pustulosa,Phyllidiella_pustulosa_img08,accepted,1,392.8295115285477,869.9607104832512,1484.3745877291383,951.2201772670729,2935.5230696201324,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidiella_pustulosa/Phyllidiella_pustulosa_img08_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidiella_pustulosa/Phyllidiella_pustulosa_img08_manual_rescue_qc.png
Phyllidiella pustulosa,Phyllidiella_pustulosa_img09,accepted,1,616.0895648829596,700.876306904891,1587.793856400915,911.270352502646,2652.7190279960632,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidiella_pustulosa/Phyllidiella_pustulosa_img09_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidiella_pustulosa/Phyllidiella_pustulosa_img09_manual_rescue_qc.png
Phyllidiopsis shireenae,Phyllidiopsis_shireenae_img01,accepted,1,442.5554538887968,1033.69247191334,1633.5524148098855,723.208539127394,4032.980122089386,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img01_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img01_manual_rescue_qc.png
Phyllidiopsis shireenae,Phyllidiopsis_shireenae_img06,accepted,1,830.5981854607343,1511.0839224410283,757.6953054218317,275.04872905417756,3994.588211417198,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img06_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img06_manual_rescue_qc.png
Sebadoris fragilis,Sebadoris_fragilis_img05,accepted,1,172.0948405635394,745.0394406514058,1757.2608567792859,934.2405871928415,4589.642030000687,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Sebadoris_fragilis/Sebadoris_fragilis_img05_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Sebadoris_fragilis/Sebadoris_fragilis_img05_manual_rescue_qc.png
Sebadoris fragilis,Sebadoris_fragilis_img06,accepted,1,1315.6147166545225,1376.8763478239573,238.6403524434595,1141.5988713347713,3591.919161915779,processed_data/automated_image_analysis/manual_rescue/masks_original_resolution/Sebadoris_fragilis/Sebadoris_fragilis_img06_manual_rescue_mask.png,processed_data/automated_image_analysis/manual_rescue/qc/Sebadoris_fragilis/Sebadoris_fragilis_img06_manual_rescue_qc.png
Sebadoris fragilis,Sebadoris_fragilis_img09,rejected,3,565.3601962557697,1401.729602382674,863.5992509603715,788.6826566009922,,,
