species,n_images,mean_gray_contrast,sd_gray_contrast,mean_red_contrast,sd_red_contrast,mean_green_contrast,sd_green_contrast,mean_blue_contrast,sd_blue_contrast,mean_saturation_contrast,sd_saturation_contrast,mean_brightness_contrast,sd_brightness_contrast
Aphelodoris varia,10,22.762,18.17,25.657,20.772,22.602,20.443,20.187,16.76,3.01,17.135,26.359,19.238
